diemchuan_datas,university_meta
"[{'major_code': '7580101', 'major_name': 'Kiến trúc', 'subject_group': 'A01; V00; V01; V02; 5K1; 121', 'point': '20', 'note': '', 'year': 2023}, {'major_code': '7580108', 'major_name': 'Thiết kế nội thất', 'subject_group': 'A01; V00; V01; V02; 5K1; 121', 'point': '20', 'note': '', 'year': 2023}, {'major_code': '7210403', 'major_name': 'Thiết kế đồ họa', 'subject_group': 'V00; V01; V02; H00; 5K1; 121', 'point': '23', 'note': '', 'year': 2023}, {'major_code': '7580201', 'major_name': 'Kỹ thuật xây dựng', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7580205', 'major_name': 'Kỹ thuật xây dựng công trình giao thông', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7580210', 'major_name': 'Kỹ thuật cơ sở hạ tầng', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7580302', 'major_name': 'Quản lý xây dựng', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7340301', 'major_name': 'Kế toán', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7340201', 'major_name': 'Tài chính - Ngân hàng', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7340101', 'major_name': 'Quản trị kinh doanh', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7480201', 'major_name': 'Công nghệ thông tin', 'subject_group': 'A00; A01; B00; D01', 'point': '23', 'note': '', 'year': 2023}, {'major_code': '7510605', 'major_name': 'Logistics và quản lý chuỗi cung ứng', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7510301', 'major_name': 'Công nghệ kỹ thuật điện, điện tử', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'D01; A01; D14; D15', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7220204', 'major_name': 'Ngôn ngữ Trung Quốc', 'subject_group': 'D01; A01; D14; D15', 'point': '21', 'note': '', 'year': 2023}, {'major_code': '7810103', 'major_name': 'Quản trị dịch vụ du lịch và lữ hành', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}, {'major_code': '7810201', 'major_name': 'Quản trị khách sạn', 'subject_group': 'A00; A01; B00; D01', 'point': '17', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-KTD.html', 'url_info': '/thong-tin-dai-hoc-kien-truc-da-nang-KTD.html', 'university_code': 'KTD', 'university_name': 'Đại Học Kiến Trúc Đà Nẵng'}"
"[{'major_code': '7220201', 'major_name': 'Tiếng Anh thương mại', 'subject_group': 'D01; D96', 'point': '26.3', 'note': '', 'year': 2023}, {'major_code': '7310101', 'major_name': 'Kinh tế', 'subject_group': 'A00; A01; D01; D07', 'point': '26.1', 'note': '', 'year': 2023}, {'major_code': '7310102', 'major_name': 'Kinh tế chính trị', 'subject_group': 'A00; A01; D01; D07', 'point': '22.5', 'note': '', 'year': 2023}, {'major_code': '7310104_01', 'major_name': 'Kinh tế đầu tư', 'subject_group': 'A00; A01; D01; D07', 'point': '25.94', 'note': '', 'year': 2023}, {'major_code': '7310104_02', 'major_name': 'Thẩm định giá và quản trị tài sản', 'subject_group': 'A00; A01; D01; D07', 'point': '23', 'note': '', 'year': 2023}, {'major_code': '7310107', 'major_name': 'Thống kê kinh doanh', 'subject_group': 'A00; A01; D01; D07', 'point': '25.56', 'note': '', 'year': 2023}, {'major_code': '7310108_01', 'major_name': 'Toán tài chính', 'subject_group': 'A00; A01; D01; D07', 'point': '25.32', 'note': '', 'year': 2023}, {'major_code': '7310108_02', 'major_name': 'Phân tích rủi ro và định phí bảo hiểm', 'subject_group': 'A00; A01; D01; D07', 'point': '24.06', 'note': '', 'year': 2023}, {'major_code': '7320106', 'major_name': 'Truyền thông số và Thiết kế đa phương tiện', 'subject_group': 'A00; A01; D01; V00', 'point': '26.33', 'note': '', 'year': 2023}, {'major_code': '7340101_01', 'major_name': 'Quản trị', 'subject_group': 'A00; A01; D01; D07', 'point': '25.4', 'note': '', 'year': 2023}, {'major_code': '7340101_02', 'major_name': 'Quản trị khởi nghiệp', 'subject_group': 'A00; A01; D01; D07', 'point': '24.54', 'note': '', 'year': 2023}, {'major_code': '7340114_td', 'major_name': 'Công nghệ marketing', 'subject_group': 'A00; A01; D01; D07', 'point': '27.2', 'note': '', 'year': 2023}, {'major_code': '7340115', 'major_name': 'Marketing', 'subject_group': 'A00; A01; D01; D07', 'point': '27', 'note': '', 'year': 2023}, {'major_code': '7340116', 'major_name': 'Bất động sản', 'subject_group': 'A00; A01; D01; D07', 'point': '23.8', 'note': '', 'year': 2023}, {'major_code': '7340120', 'major_name': 'Kinh doanh quốc tế', 'subject_group': 'A00; A01; D01; D07', 'point': '26.6', 'note': '', 'year': 2023}, {'major_code': '7340121', 'major_name': 'Kinh doanh thương mại', 'subject_group': 'A00; A01; D01; D07', 'point': '26.5', 'note': '', 'year': 2023}, {'major_code': '7340122', 'major_name': 'Thương mại điện tử', 'subject_group': 'A00; A01; D01; D07', 'point': '26.61', 'note': '', 'year': 2023}, {'major_code': '7340129_td', 'major_name': 'Quản trị bệnh viện', 'subject_group': 'A00; A01; D01; D07', 'point': '23.7', 'note': '', 'year': 2023}, {'major_code': '7340201_01', 'major_name': 'Tài chính công', 'subject_group': 'A00; A01; D01; D07', 'point': '24', 'note': '', 'year': 2023}, {'major_code': '7340201_02', 'major_name': 'Thuế', 'subject_group': 'A00; A01; D01; D07', 'point': '23', 'note': '', 'year': 2023}, {'major_code': '7340201_03', 'major_name': 'Ngân hàng', 'subject_group': 'A00; A01; D01; D07', 'point': '25.3', 'note': '', 'year': 2023}, {'major_code': '7340201_04', 'major_name': 'Thị trường chứng khoán', 'subject_group': 'A00; A01; D01; D07', 'point': '23.55', 'note': '', 'year': 2023}, {'major_code': '7340201_05', 'major_name': 'Tài chính', 'subject_group': 'A00; A01; D01; D07', 'point': '25.7', 'note': '', 'year': 2023}, {'major_code': '7340201_06', 'major_name': 'Đầu tư tài chính', 'subject_group': 'A00; A01; D01; D07', 'point': '25.7', 'note': '', 'year': 2023}, {'major_code': '7340204', 'major_name': 'Bảo hiểm', 'subject_group': 'A00; A01; D01; D07', 'point': '24', 'note': '', 'year': 2023}, {'major_code': '7340205', 'major_name': 'Công nghệ tài chính', 'subject_group': 'A00; A01; D01; D07', 'point': '26.6', 'note': '', 'year': 2023}, {'major_code': '7340206', 'major_name': 'Tài chính quốc tế', 'subject_group': 'A00; A01; D01; D07', 'point': '26.6', 'note': '', 'year': 2023}, {'major_code': '7340301_01', 'major_name': 'Chương trình Kế toán tích hợp chứng chỉ nghề nghiệp quốc tế', 'subject_group': 'A00; A01; D01; D07', 'point': '24.9', 'note': '', 'year': 2023}, {'major_code': '7340301_02', 'major_name': 'Kế toán công', 'subject_group': 'A00; A01; D01; D07', 'point': '25.31', 'note': '', 'year': 2023}, {'major_code': '7340301_03', 'major_name': 'Kế toán doanh nghiệp', 'subject_group': 'A00; A01; D01; D07', 'point': '25', 'note': '', 'year': 2023}, {'major_code': '7340302', 'major_name': 'Kiểm toán', 'subject_group': 'A00; A01; D01; D07', 'point': '26.3', 'note': '', 'year': 2023}, {'major_code': '7340403', 'major_name': 'Quản lý công', 'subject_group': 'A00; A01; D01; D07', 'point': '25.05', 'note': '', 'year': 2023}, {'major_code': '7340404', 'major_name': 'Quản trị nhân lực', 'subject_group': 'A00; A01; D01; D07', 'point': '26.2', 'note': '', 'year': 2023}, {'major_code': '7340405_01', 'major_name': 'Hệ thống thông tin kinh doanh', 'subject_group': 'A00; A01; D01; D07', 'point': '26.12', 'note': '', 'year': 2023}, {'major_code': '7340405_02', 'major_name': 'Hệ thống hoạch định nguồn lực doanh nghiệp', 'subject_group': 'A00; A01; D01; D07', 'point': '24.85', 'note': '', 'year': 2023}, {'major_code': '7340415_td', 'major_name': 'Kinh doanh số', 'subject_group': 'A00; A01; D01; D07', 'point': '26.5', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật kinh doanh quốc tế', 'subject_group': 'A00; A01; D01; D96', 'point': '25.41', 'note': '', 'year': 2023}, {'major_code': '7380107', 'major_name': 'Luật kinh tế', 'subject_group': 'A00; A01; D01; D96', 'point': '25.6', 'note': '', 'year': 2023}, {'major_code': '7460108', 'major_name': 'Khoa học dữ liệu', 'subject_group': 'A00; A01; D01; D07', 'point': '26.3', 'note': '', 'year': 2023}, {'major_code': '7480101', 'major_name': 'Khoa học máy tính', 'subject_group': 'A00; A01; D01; D07', 'point': '23.4', 'note': '', 'year': 2023}, {'major_code': '7480103', 'major_name': 'Kỹ thuật phần mềm', 'subject_group': 'A00; A01; D01; D07', 'point': '25.8', 'note': '', 'year': 2023}, {'major_code': '7480107', 'major_name': 'Robot và Trí tuệ nhân tạo', 'subject_group': 'A00; A01; D01; D07', 'point': '23', 'note': '', 'year': 2023}, {'major_code': '7480201', 'major_name': 'Công nghệ thông tin', 'subject_group': 'A00; A01; D01; D07', 'point': '24.2', 'note': '', 'year': 2023}, {'major_code': '7480202', 'major_name': 'An toàn thông tin', 'subject_group': 'A00; A01; D01; D07', 'point': '22.49', 'note': '', 'year': 2023}, {'major_code': '7489001', 'major_name': 'Công nghệ và đổi mới sáng tạo', 'subject_group': 'A00; A01; D01; D07', 'point': '25.2', 'note': '', 'year': 2023}, {'major_code': '7510605_01', 'major_name': 'Logistics và quản lý chuỗi cung ứng', 'subject_group': 'A00; A01; D01; D07', 'point': '27', 'note': '', 'year': 2023}, {'major_code': '7510605_02', 'major_name': 'Công nghệ Logistics', 'subject_group': 'A00; A01; D01; D07', 'point': '26.09', 'note': '', 'year': 2023}, {'major_code': '7580104', 'major_name': 'Kiến trúc và thiết kế đô thị thông minh', 'subject_group': 'A00; A01; D01; V00', 'point': '24.63', 'note': '', 'year': 2023}, {'major_code': '7620114', 'major_name': 'Kinh doanh nông nghiệp', 'subject_group': 'A00; A01; D01; D07', 'point': '25.03', 'note': '', 'year': 2023}, {'major_code': '7810103', 'major_name': 'Quản trị dịch vụ du lịch và lữ hành', 'subject_group': 'A00; A01; D01; D07', 'point': '24.6', 'note': '', 'year': 2023}, {'major_code': '7810201_01', 'major_name': 'Quản trị khách sạn', 'subject_group': 'A00; A01; D01; D07', 'point': '25.2', 'note': '', 'year': 2023}, {'major_code': '7810201_02', 'major_name': 'Quản trị sự kiện và dịch vụ giải trí', 'subject_group': 'A00; A01; D01; D07', 'point': '25.51', 'note': '', 'year': 2023}, {'major_code': 'ASA_Co-op', 'major_name': 'Cử nhân ASEAN Co-op', 'subject_group': 'A00; A01; D01; D07', 'point': '24.05', 'note': '', 'year': 2023}, {'major_code': 'ISB_CNTN', 'major_name': 'Cử nhân Tài năng ISB BBus', 'subject_group': 'A00; A01; D01; D07', 'point': '27.1', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-KSA.html', 'url_info': '/thong-tin-dai-hoc-kinh-te-tphcm-KSA.html', 'university_code': 'KSA', 'university_name': 'Đại Học Kinh Tế TPHCM'}"
"[{'major_code': '7310202', 'major_name': 'Ngành Xây dựng Đảng và chính quyền Nhà nước', 'subject_group': 'C00', 'point': '27.62', 'note': 'TS nam miền Bắc', 'year': 2023}, {'major_code': '7310202', 'major_name': 'Ngành Xây dựng Đảng và chính quyền Nhà nước', 'subject_group': 'C00', 'point': '26.27', 'note': 'TS nam miền Nam', 'year': 2023}, {'major_code': '7310202', 'major_name': 'Ngành Xây dựng Đảng và chính quyền Nhà nước', 'subject_group': 'A00', 'point': '19.55', 'note': 'TS nam miền Bắc', 'year': 2023}, {'major_code': '7310202', 'major_name': 'Ngành Xây dựng Đảng và chính quyền Nhà nước', 'subject_group': 'A00', 'point': '19.8', 'note': 'TS nam miền Nam', 'year': 2023}, {'major_code': '7310202', 'major_name': 'Ngành Xây dựng Đảng và chính quyền Nhà nước', 'subject_group': 'D01', 'point': '24.2', 'note': 'TS nam miền Bắc', 'year': 2023}, {'major_code': '7310202', 'major_name': 'Ngành Xây dựng Đảng và chính quyền Nhà nước', 'subject_group': 'D01', 'point': '23.75', 'note': 'TS nam miền Nam', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LCH.html', 'url_info': '/thong-tin-truong-si-quan-chinh-tri-dai-hoc-chinh-tri-LCH.html', 'university_code': 'LCH', 'university_name': 'Trường Sĩ Quan Chính Trị - Đại Học Chính Trị'}"
"[{'major_code': '7340101', 'major_name': 'Quản trị kinh doanh', 'subject_group': 'A00; A01; D01', 'point': '22.8', 'note': '', 'year': 2023}, {'major_code': '7340201', 'major_name': 'Tài chính - Ngân hàng', 'subject_group': 'A00; A01; D01', 'point': '23.2', 'note': '', 'year': 2023}, {'major_code': '7340301', 'major_name': 'Kế toán', 'subject_group': 'A00; A01; D01', 'point': '23.15', 'note': '', 'year': 2023}, {'major_code': '7340404', 'major_name': 'Quản trị nhân lực', 'subject_group': 'A00; A01; D01', 'point': '22.7', 'note': '', 'year': 2023}, {'major_code': '7340408', 'major_name': 'Quan hệ lao dộng', 'subject_group': 'A00; A01; D01', 'point': '17.1', 'note': '', 'year': 2023}, {'major_code': '7850201', 'major_name': 'Bảo hộ lao động', 'subject_group': 'A00; A01; D01', 'point': '15.15', 'note': '', 'year': 2023}, {'major_code': '7310301', 'major_name': 'Xã hội học', 'subject_group': 'A01; C00; D01', 'point': '20', 'note': '', 'year': 2023}, {'major_code': '7760101', 'major_name': 'Công tác xã hội', 'subject_group': 'A01; C00; D01', 'point': '21.25', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'A01; C00; D01', 'point': '23.23', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'D01; D14; D15', 'point': '32', 'note': 'Môn tiếng Anh nhân hệ số 2', 'year': 2023}, {'major_code': '7310630', 'major_name': 'Việt Nam học', 'subject_group': 'C00; D01; D14; D15', 'point': '16', 'note': '', 'year': 2023}, {'major_code': '7310101', 'major_name': 'Kinh tế', 'subject_group': 'A00; A01; D01', 'point': '22.3', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LDA.html', 'url_info': '/thong-tin-dai-hoc-cong-doan-LDA.html', 'university_code': 'LDA', 'university_name': 'Đại Học Công Đoàn'}"
[],"{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LCS.html', 'url_info': '/thong-tin-truong-si-quan-chinh-tri-he-dan-su-LCS.html', 'university_code': 'LCS', 'university_name': 'Trường Sĩ quan Chính trị (hệ dân sự)'}"
"[{'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'A00; A01', 'point': '24', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'C00', 'point': '26.5', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'D01; D02; D03; D05; D06', 'point': '25.75', 'note': '', 'year': 2023}, {'major_code': '7380107', 'major_name': 'Luật kinh tế', 'subject_group': 'A00; A01', 'point': '25.5', 'note': '', 'year': 2023}, {'major_code': '7380107', 'major_name': 'Luật kinh tế', 'subject_group': 'C00', 'point': '27.36', 'note': '', 'year': 2023}, {'major_code': '7380107', 'major_name': 'Luật kinh tế', 'subject_group': 'D01; D02; D03; D05; D06', 'point': '26.5', 'note': '', 'year': 2023}, {'major_code': '7380109', 'major_name': 'Luật thương mại quốc tế', 'subject_group': 'A01', 'point': '24.8', 'note': '', 'year': 2023}, {'major_code': '7380109', 'major_name': 'Luật thương mại quốc tế', 'subject_group': 'D01', 'point': '25.75', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'A01', 'point': '24', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'D01', 'point': '24.5', 'note': '', 'year': 2023}, {'major_code': '7380101PH', 'major_name': 'Luật (đào tạo tại Phân hiệu Đăk Lắk)', 'subject_group': 'A00; A01; C00; D01; D02; D03; D05; D06', 'point': '18.15', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LPH.html', 'url_info': '/thong-tin-dai-hoc-luat-ha-noi-LPH.html', 'university_code': 'LPH', 'university_name': 'Đại Học Luật Hà Nội'}"
"[{'major_code': '7620112', 'major_name': 'Bảo vệ thực vật', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7549001', 'major_name': 'Công nghệ Chế biến lâm sản', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7480104', 'major_name': 'Hệ thống thông tin', 'subject_group': 'A00; A01; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340301', 'major_name': 'Kế toán', 'subject_group': 'A00; A01; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7620110', 'major_name': 'Khoa học cây trồng', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7620205', 'major_name': 'Lâm sinh', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7850101', 'major_name': 'Quản lí tài nguyên & môi trường', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7620211', 'major_name': 'Quản lí tài nguyên rừng', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7850103', 'major_name': 'Quản lý đất đai', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340101', 'major_name': 'Quản trị kinh doanh', 'subject_group': 'A00; A01; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7580108', 'major_name': 'Thiết kế nội thất', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7640101', 'major_name': 'Thú y', 'subject_group': 'A00; B00; C15; D01', 'point': '16', 'note': '', 'year': 2023}, {'major_code': '7510605', 'major_name': 'Logistics & Quản lý chuỗi cung ứng', 'subject_group': 'A00; A01; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7810103', 'major_name': 'Quản trị dịch vụ du lịch & lữ hành', 'subject_group': 'A00; A01; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340201', 'major_name': 'Tài chính ngân hàng', 'subject_group': 'A00; A01; C15; D01', 'point': '15', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LNS.html', 'url_info': '/thong-tin-phan-hieu-dai-hoc-lam-nghiep-tai-dong-nai-LNS.html', 'university_code': 'LNS', 'university_name': 'Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai'}"
[],"{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-MTH.html', 'url_info': '/thong-tin-dai-hoc-my-thuat-viet-nam-MTH.html', 'university_code': 'MTH', 'university_name': 'Đại Học Mỹ Thuật Việt Nam'}"
[],"{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-MTC.html', 'url_info': '/thong-tin-dai-hoc-my-thuat-cong-nghiep-MTC.html', 'university_code': 'MTC', 'university_name': 'Đại Học Mỹ Thuật Công Nghiệp'}"
"[{'major_code': '7340301', 'major_name': 'Kế toán', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340101', 'major_name': 'Quản trị kinh doanh', 'subject_group': 'A00; B00; C15; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7620205', 'major_name': 'Lâm sinh', 'subject_group': 'A00; A01; B00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7620110', 'major_name': 'Khoa học cây trồng', 'subject_group': 'A00; A01; B00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7620112', 'major_name': 'Bảo vệ thực vật', 'subject_group': 'A00; A01; B00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7850103', 'major_name': 'Quản lý đất đai', 'subject_group': 'A00; A01; B00; D01', 'point': '15', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LNA.html', 'url_info': '/thong-tin-phan-hieu-dai-hoc-lam-nghiep-tinh-gia-lai-LNA.html', 'university_code': 'LNA', 'university_name': 'Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai'}"
"[{'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'A00', 'point': '24.11', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'A01', 'point': '22.91', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'C00', 'point': '27.11', 'note': '', 'year': 2023}, {'major_code': '7380101', 'major_name': 'Luật', 'subject_group': 'D01; D03; D06', 'point': '23.61', 'note': '', 'year': 2023}, {'major_code': '7380109', 'major_name': 'Luật thương mại quốc tế', 'subject_group': 'A01; D01; D66; D84', 'point': '26.86', 'note': '', 'year': 2023}, {'major_code': '7340102', 'major_name': 'Quản trị - Luật', 'subject_group': 'A00', 'point': '25.85', 'note': '', 'year': 2023}, {'major_code': '7340102', 'major_name': 'Quản trị - Luật', 'subject_group': 'A01', 'point': '24.45', 'note': '', 'year': 2023}, {'major_code': '7340102', 'major_name': 'Quản trị - Luật', 'subject_group': 'D01; D84', 'point': '25.15', 'note': '', 'year': 2023}, {'major_code': '7340101', 'major_name': 'Quản trị kinh doanh', 'subject_group': 'A00; A01; D01; D84', 'point': '24.16', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'D01; D84', 'point': '24.78', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'A14; D66', 'point': '25.78', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-LPS.html', 'url_info': '/thong-tin-dai-hoc-luat-tphcm-LPS.html', 'university_code': 'LPS', 'university_name': 'Đại Học Luật TPHCM'}"
[],"{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-MTS.html', 'url_info': '/thong-tin-dai-hoc-my-thuat-tphcm-MTS.html', 'university_code': 'MTS', 'university_name': 'Đại Học Mỹ Thuật TPHCM'}"
"[{'major_code': 'BANK02', 'major_name': 'Ngân hàng', 'subject_group': 'A00; A01; D01; D07', 'point': '15', 'note': '', 'year': 2023}, {'major_code': 'FIN02', 'major_name': 'Tài chính', 'subject_group': 'A00; A01; D01; D07', 'point': '15', 'note': '', 'year': 2023}, {'major_code': 'ACT02', 'major_name': 'Kế toán', 'subject_group': 'A00; A01; D01; D07', 'point': '15', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-NHP.html', 'url_info': '/thong-tin-hoc-vien-ngan-hang-phan-vien-phu-yen-NHP.html', 'university_code': 'NHP', 'university_name': 'Học Viện Ngân Hàng (Phân Viện Phú Yên)'}"
"[{'major_code': '7510205', 'major_name': 'Công nghệ kỹ thuật ô tô', 'subject_group': 'A00; A01; C01; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7480201', 'major_name': 'Công nghệ thông tin', 'subject_group': 'A00; A01; C01; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340101', 'major_name': 'Quản trị kinh doanh', 'subject_group': 'A00; A01; C00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340205', 'major_name': 'Công nghệ tài chính', 'subject_group': 'A00; A01; C01; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7220201', 'major_name': 'Ngôn ngữ Anh', 'subject_group': 'A01; D01; D14; D15', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7220204', 'major_name': 'Ngôn ngữ Trung', 'subject_group': 'A01; C00; D01; D15', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7310608', 'major_name': 'Đông phương học', 'subject_group': 'A01; C00; D01; D15', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340301', 'major_name': 'Kế toán', 'subject_group': 'A00; A01; C01; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7510605', 'major_name': 'Logistics và quản lý chuỗi cung ứng', 'subject_group': 'A00; A01; C00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340114', 'major_name': 'Digital marketing', 'subject_group': 'A00; A01; C00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7720201', 'major_name': 'Dược học', 'subject_group': 'A00; B00; C08; D07', 'point': '21', 'note': '', 'year': 2023}, {'major_code': '7640101', 'major_name': 'Bác sĩ thú y', 'subject_group': 'A00; B00; C08; D07', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7340120', 'major_name': 'Kinh doanh quốc tế', 'subject_group': 'A00; A01; C00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7380107', 'major_name': 'Luật kinh tế', 'subject_group': 'A00; A01; C00; D01', 'point': '15', 'note': '', 'year': 2023}, {'major_code': '7580201', 'major_name': 'Kỹ thuật xây dựng', 'subject_group': 'A00; A01; C01; D01', 'point': '15', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-MIT.html', 'url_info': '/thong-tin-dai-hoc-cong-nghe-mien-dong-MIT.html', 'university_code': 'MIT', 'university_name': 'Đại học Công nghệ Miền Đông'}"
"[{'major_code': 'BANK02', 'major_name': 'Ngân hàng', 'subject_group': 'A00; A01; D01; D07', 'point': '21.65', 'note': '', 'year': 2023}, {'major_code': 'FIN02', 'major_name': 'Tài chính', 'subject_group': 'A00; A01; D01; D07', 'point': '22.05', 'note': '', 'year': 2023}, {'major_code': 'ACT02', 'major_name': 'Kế toán', 'subject_group': 'A00; A01; D01; D07', 'point': '22.2', 'note': '', 'year': 2023}]","{'url': 'https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-NHB.html', 'url_info': '/thong-tin-hoc-vien-ngan-hang-phan-vien-bac-ninh-NHB.html', 'university_code': 'NHB', 'university_name': 'Học Viện Ngân Hàng (Phân Viện Bắc Ninh)'}"
