url,university_code,university_name
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thai-binh-duong/,TBDU,Đại Học Thái Bình Dương
https://huongnghiep.hocmai.vn/diem-truong/khoa-quoc-te-dai-hoc-thai-nguyen/,ISTNU,Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thang-long/,TLU,Đại Học Thăng Long
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thanh-do/,TDU,Đại học Thành Đô
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thanh-dong/,TDU,Đại Học Thành Đông
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-the-duc-the-thao-bac-ninh/,BNSU,Đại Học Thể Dục Thể Thao Bắc Ninh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-the-duc-the-thao-da-nang/,ĐHTDTTĐN,Đại Học Thể Dục Thể Thao Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-the-duc-the-thao-tphcm/,HCUS,Đại Học Thể Dục Thể Thao TPHCM
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-thong-tin-he-dan-su-dai-hoc-thong-tin-lien-lac/,TCU,Đại Học Thông Tin Liên Lạc
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-thong-tin-he-quan-su-dai-hoc-thong-tin-lien-lac/,TCU,Đại Học Thông Tin Liên Lạc
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thu-dau-mot/,TDMU,Đại học Thủ Dầu Một
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thu-do-ha-noi/,HMU,Đại học Thủ Đô Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thuong-mai/,TMU,Đại Học Thương Mại
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thuy-loi-co-so-1/,TLU,Đại Học Thủy Lợi (Cơ sở 1)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thuy-loi-co-so-2/,TLU,Đại Học Thủy Lợi (Cơ sở 2)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tien-giang/,TGU,Đại Học Tiền Giang
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ton-duc-thang/,TDTU,Đại Học Tôn Đức Thắng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tra-vinh/,TVU,Đại Học Trà Vinh
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-ki-thuat-quan-su-he-dan-su-dai-hoc-tran-dai-nghia/,TDNU,Đại Học Trần Đại Nghĩa
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-ki-thuat-quan-su-he-quan-su-dai-hoc-tran-dai-nghia/,TDNU,Đại Học Trần Đại Nghĩa
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-luc-quan-1-dai-hoc-tran-quoc-tuan/,TQT UNI,Đại học Trần Quốc Tuấn
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-trung-vuong/,TVU,Đại Học Trưng Vương
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-van-hien/,VHU,Đại Học Văn Hiến
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-van-hoa-nghe-thuat-quan-doi/,MUCA,Đại Học Văn Hóa – Nghệ Thuật Quân Đội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-van-hoa-ha-noi/,HUC,Đại Học Văn Hóa Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-van-hoa-tphcm/,HCMUC,Đại Học Văn Hóa TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-van-hoa-the-thao-va-du-lich-thanh-hoa/,TUCST,"Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa"
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-viet-duc/,VGU,Đại Học Việt Đức
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,VU,Đại Học Vinh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vo-truong-toan/,VTTU,Đại Học Võ Trường Toản
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-xay-dung-ha-noi/,NUCE,Đại Học Xây Dựng Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-xay-dung-mien-tay/,MTU,Đại Học Xây Dựng Miền Tây
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-xay-dung-mien-trung/,MUCE,Đại Học Xây Dựng Miền Trung
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-dai-hoc-hue/,HUMP,Đại Học Y Dược – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-dai-hoc-thai-nguyen/,TUMP,Đại Học Y Dược – Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-buon-ma-thuot/,BMTU,Đại học Y Dược Buôn Ma Thuột
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-can-tho/,CTUMP,Đại Học Y Dược Cần Thơ
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-hai-phong/,HPMU,Đại Học Y Dược Hải Phòng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-thai-binh/,TBUMP,Đại Học Y Dược Thái Bình
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-tphcm/,UMP HCM,Đại Học Y Dược TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-ha-noi/,HMU,Đại Học Y Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-khoa-pham-ngoc-thach/,PNTU,Đại Học Y Khoa Phạm Ngọc Thạch
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-khoa-tokyo-viet-nam/,THUV,Đại học Y khoa Tokyo Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-khoa-vinh/,VMU,Đại Học Y Khoa Vinh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-te-cong-cong/,HUPH,Đại Học Y Tế Công Cộng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-yersin-da-lat/,YU,Đại Học Yersin Đà Lạt
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-dai-hoc-thai-nguyen/,TUE,Đại Học Sư Phạm – Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-viet-nhat-dh-quoc-gia-ha-noi/,VJU,ĐH Quốc gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/khoa-cac-khoa-hoc-lien-nganh-dh-quoc-gia-ha-noi/,VNU-SIS,ĐH Quốc gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dh-tai-nguyen-moi-truong-tphcm/,HCMUNRE,ĐH Tài Nguyên môi trường TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dh-tan-tao/,TTU,ĐH Tân Tạo
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-viet-han-dai-hoc-da-nang/,UD - VKU,Hàn – Đại Học Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/khoa-chinh-tri-hanh-chinh-dai-hoc-quoc-gia-tp-hcm/,SPAS,Hành chính (Đại học Quốc gia TP HCM)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-bac/,ĐHKTHCCAND,Hậu Cần Công An Nhân Dân (Phía Bắc)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-nam/,ĐHKTHCCAND(PN).,Hậu Cần Công An Nhân Dân (Phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-am-nhac-hue/,HAM,Học Viện Âm Nhạc Huế
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-am-nhac-quoc-gia-viet-nam/,VNAM,Học Viện Âm Nhạc Quốc Gia Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-an-ninh-nhan-dan/,PSA,Học Viện An Ninh Nhân Dân
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-bao-chi-tuyen-truyen/,AJC,Học Viện Báo Chí – Tuyên Truyền
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-bien-phong/,HVBP,Học Viện Biên Phòng
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-can-bo-tphcm/,HCA,Học viện cán bộ TPHCM
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-canh-sat-nhan-dan/,PPA,Học Viện Cảnh Sát Nhân Dân
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-chinh-sach-va-phat-trien/,APD,Học Viện Chính Sách và Phát Triển
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-chinh-tri-cong-an-nhan-dan/,HNCTCAND,Học Viện Chính Trị Công An Nhân Dân
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-cong-nghe-buu-chinh-vien-thong-phia-bac/,PTIT,Học Viện Công Nghệ Bưu Chính Viễn Thông (Phía Bắc)
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-cong-nghe-buu-chinh-vien-thong-phia-nam/,PTIT,Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hai-quan/,HVHQ,Học Viện Hải Quân
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hang-khong-viet-nam/,VAA,Học Viện Hàng Không Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hanh-chinh-quoc-gia-phia-bac/,NAPA,Học Viện Hành Chính Quốc Gia (phía Bắc)
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hanh-chinh-quoc-gia-phia-nam/,NAPA,Học Viện Hành Chính Quốc Gia (phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hau-can-he-dan-su/,MAL,Học viện Hậu cần - Hệ Dân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-hau-can-he-quan-su/,MAL,Học viện Hậu cần - Hệ Quân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-khoa-hoc-quan-su-he-dan-su/,MSA,Học Viện Khoa học Quân sự - Hệ Dân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-khoa-hoc-quan-su-he-quan-su/,MSA,Học Viện Khoa học Quân sự - Hệ Quân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ky-thuat-mat-ma/,ACT,Học Viện Kỹ Thuật Mật Mã
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ki-thuat-quan-su-he-dan-su/,MTA,Học Viện Kỹ thuật Quân sự - Hệ Dân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ki-thuat-quan-su-he-quan-su/,MTA,Học Viện Kỹ thuật Quân sự - Hệ Quân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang/,BA,Học Viện Ngân Hàng
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang-phan-vien-phu-yen/,BA,Học Viên Ngân Hàng ( Phân Viện Phú Yên )
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngan-hang-phan-vien-bac-ninh/,BA,Học Viện Ngân Hàng Phân Viện Bắc Ninh
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-ngoai-giao/,DAV,Học Viện Ngoại Giao
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-nong-nghiep-viet-nam/,VNUA,Học Viện Nông Nghiệp Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-phong-khong-khong-quan/,ADAFA,Học Viện Phòng Không – Không Quân
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-phu-nu-viet-nam/,VWA,Học Viện Phụ Nữ Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-quan-ly-giao-duc/,NAEM,Học Viện Quản Lý Giáo Dục
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-quan-y-he-dan-su/,VMMA,Học viện Quân Y - Hệ Dân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-quan-y-he-quan-su/,VMMA,Học Viện Quân Y - Hệ Quân sự
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-quoc-te/,ISEF,Học viện Quốc tế
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-tai-chinh/,AOF,Học Viện Tài Chính
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-thanh-thieu-nien-viet-nam/,VYA,Học Viện Thanh Thiếu Niên Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-toa-an/,VCA,Học viện Tòa án
https://huongnghiep.hocmai.vn/diem-truong/hoc-vien-y-duoc-hoc-co-truyen-viet-nam/,VUTM,Học Viện Y Dược Học Cổ Truyền Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/khoa-cong-nghe-dai-hoc-da-nang/,UD - VKU,Khoa Công Nghệ – Đại Học Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/khoa-giao-duc-the-chat-dai-hoc-hue/,SPR-HU,Khoa Giáo Dục Thể Chất – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/khoa-y-duoc-dai-hoc-da-nang/,SMP,Khoa Y Dược – Đại Học Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/nhac-vien-tphcm/,HCMCONS,Nhạc Viện TPHCM
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-da-nang-tai-kon-tum/,UDCK,Phân Hiệu Đại Học Đà Nẵng tại Kon Tum
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-hue-tai-quang-tri/,HU-QTC,Phân Hiệu Đại Học Huế tại Quảng Trị
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-nong-lam-tp-hcm-tai-gia-lai/,NLU,Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-nong-lam-tp-hcm-tai-ninh-thuan/,NLU,Phân hiệu Đại học Nông Lâm TP. HCM tại Ninh Thuận
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-quoc-gia-tp-hcm-tai-ben-tre/,VNUHCM,Phân hiệu Đại học Quốc gia TP.HCM tại Bến Tre
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-thai-nguyen-tai-lao-cai/,TNU,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-y-ha-noi-tai-thanh-hoa/,HMU,Phân hiệu Đại học Y Hà Nội tại Thanh Hóa
https://huongnghiep.hocmai.vn/diem-truong/truong-du-lich-dai-hoc-hue/,HUHT,Trường Du Lịch – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/truong-ngoai-ngu-dai-hoc-thai-nguyen/,SFL,Trường Ngoại Ngữ – Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/truong-quoc-te-dai-hoc-quoc-gia-ha-noi/,VNU - IS,Trường Quốc Tế – Đại Học Quốc Gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-chinh-tri-he-dan-su/,POC,Trường Sĩ quan Chính trị (hệ dân sự)
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-dac-cong/,OVSF,Trường Sĩ Quan Đặc Công
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-khong-quan-he-dai-hoc/,AFOC,Trường sĩ quan Không quân - Hệ Đại học
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-phao-binh/,SQPB,Trường Sĩ Quan Pháo Binh
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-phong-hoa/,CCE,Trường Sĩ Quan Phòng Hóa
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-tang-thiet-giap/,MCTAO,Trường Sĩ  Quan Tăng – Thiết Giáp
https://huongnghiep.hocmai.vn/diem-truong/vien-dai-hoc-mo-ha-noi/,HOU,Viện Đại Học Mở Hà Nội
