major_code,major_name,subject_group,point,note,year,university_code,university_name
7310630,Việt Nam học,A01; B00; C00; C17; D01; D03; D04; D15,17,,2023.0,DPX,Đại Học Phú Xuân
7320104,Truyền thông đa phương tiện,A00; A01; C00; D01; D03; D04; D09; D11,15,,2023.0,DPX,Đại Học Phú Xuân
7320108,Quan hệ công chúng,A00; A01; C00; D01; D03; D04; D09; D11,16,,2023.0,DPX,Đại Học Phú Xuân
7340101,Quản trị kinh doanh - Markeing,A00; A01; B00; B08; C01; D01; D03; D04,15,,2023.0,DPX,Đại Học Phú Xuân
7340301,Kế toán,A00; A01; B00; B08; C01; D01; D03; D04,15,,2023.0,DPX,Đại Học Phú Xuân
7480201,Công nghệ thông tin,A00; A01; B00; B08; C01; D01; D03; D04,15,,2023.0,DPX,Đại Học Phú Xuân
7510205,Công nghệ Kỹ thuật ô tô,A00; A01; B00; B08; C01; D01; D03; D04,16,,2023.0,DPX,Đại Học Phú Xuân
7540101,Công nghệ thực phẩm,A00; A01; B00; C08; D01; D07; D14; D15,15,,2023.0,DPX,Đại Học Phú Xuân
7580108,Thiết kế nội thất,A00; A01; B00; D01; D14; D15; H01; V00,15.5,,2023.0,DPX,Đại Học Phú Xuân
7810103,Quản trị Dịch vụ du lich & Lữ hành,A01; C00; C17; D01; D03; D04; D14; D15,15,,2023.0,DPX,Đại Học Phú Xuân
7810201,Quản trị khách sạn,A01; C00; C17; D01; D03; D04; D14; D15,15.5,,2023.0,DPX,Đại Học Phú Xuân
7380101,Luật,C00; D14; D66; D84,15,,2023.0,DPT,Đại Học Phan Thiết
7380107,Luật Kinh tế,C00; D14; D66; D84,15,,2023.0,DPT,Đại Học Phan Thiết
7340101,Quản tri Kinh doanh,A00; A01; C04; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7340201,Tài chính - Ngân hàng,A00; A01; C04; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7510605,Logistics và Quản lý chuỗi Cung ứng,A00; A01; C01; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7340301,Kế toán,A00; A01; C04; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7810103,Quản trị Dịch vụ Du lịch & Lữ hành,A00; A01; C00; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7810201,"Quản trị Khách sạn (khu nghỉ dưỡng, resort & spa)",A00; A01; C00; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7810202,Quản trị Nhà hàng và Dịch vụ ăn uống,A00; A01; C00; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7480201,Công nghệ Thông tin,A00; A01; C01; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7320104,Truyền thông Đa Phương tiện,A01; C00; D01; D15,15,,2023.0,DPT,Đại Học Phan Thiết
7220201,Ngôn ngữ Anh,D01; D14; D15; D66,15,,2023.0,DPT,Đại Học Phan Thiết
7520130,Kỹ thuật ô tô,A00; A01; A02; C01,15,,2023.0,DPT,Đại Học Phan Thiết
7580201,Kỹ thuật Xây dựng,A00; A01; C01; D01,15,,2023.0,DPT,Đại Học Phan Thiết
7520103,Kỹ thuật Cơ khí,A00; A01; A02; C01,15,,2023.0,DPT,Đại Học Phan Thiết
7720601,Kỹ thuật Xét nghiệm Y học,A00; B00; D07; D08,19,,2023.0,DPT,Đại Học Phan Thiết
7340301,Kế toán,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7340201,Tài chính - Ngân hàng,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7340101,Quản trị kinh doanh,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7340120,Kinh doanh quốc tế,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7340115,Marketing,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7310109,Kinh tế số,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7340122,Thương mại điện tử,A00; A01; C04; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; C00; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7810201,Quản trị khách sạn,A00; A01; C00; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00; A01; C00; D01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7340116,Bất động sản,A00; B00; C05; C08,15,,2023.0,DNC,Đại học Nam Cần Thơ
7850103,Quản lí đất đai,A00; A02; B00; C08,15,,2023.0,DNC,Đại học Nam Cần Thơ
7850101,Quản lí tài nguyên và môi trường,A00; A02; B00; C08,15,,2023.0,DNC,Đại học Nam Cần Thơ
7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7510601,Quản lí công nghiệp,A00; A01; D01; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7720101,Y khoa,A02; B00; D07; D08,22.5,,2023.0,DNC,Đại học Nam Cần Thơ
7720602,Kỹ thuật hình ảnh y học,A00; B00; D07; D08,19,,2023.0,DNC,Đại học Nam Cần Thơ
7720601,Kỹ thuật xét nghiệm y học,A00; B00; D07; D08,19,,2023.0,DNC,Đại học Nam Cần Thơ
7720201,Dược học,A00; B00; D07; D08,21,,2023.0,DNC,Đại học Nam Cần Thơ
7510401,Công nghệ kỹ thuật hóa học,A00; B00; C08; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7540101,Công nghệ thực phẩm,A00; A02; B00; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7520212,Kỹ thuật y sinh,A00; B00; A01; A02,15,,2023.0,DNC,Đại học Nam Cần Thơ
7720802,Quản lý bệnh viện,B00; B03; C01; C02,15,,2023.0,DNC,Đại học Nam Cần Thơ
7580101,Kiến trúc,A00; D01; V00; V01,15,,2023.0,DNC,Đại học Nam Cần Thơ
7220201,Ngôn ngữ Anh,D01; D14; D15; D66,15,,2023.0,DNC,Đại học Nam Cần Thơ
7580201,Kỹ thuật xây dựng,A00; A01; A02; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7480201,Công nghệ thông tin,A00; A01; A02; D07,16,,2023.0,DNC,Đại học Nam Cần Thơ
7480103,Kỹ thuật phần mềm,A00; A01; A02; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7480101,Khoa học máy tính,A00; A01; A02; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7480102,Mạng máy tính và truyền thông dữ liệu,A00; A01; A02; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7520116,Kỹ thuật cơ khí động lực,A00; A01; A02; D07,15,,2023.0,DNC,Đại học Nam Cần Thơ
7510205,Công nghệ kỹ thuật ô tô,A00; A01; A02; D07,19,,2023.0,DNC,Đại học Nam Cần Thơ
7320108,Quan hệ công chúng,C00; D01; D14; D15,15,,2023.0,DNC,Đại học Nam Cần Thơ
7380107,Luật Kinh Tế,C00; D01; D14; D15,15,,2023.0,DNC,Đại học Nam Cần Thơ
7380101,Luật,C00; D01; D14; D15,15,,2023.0,DNC,Đại học Nam Cần Thơ
7320104,Truyền thông đa phương tiện,C00; D01; D14; D15,15,,2023.0,DNC,Đại học Nam Cần Thơ
7140214,Sư phạm Kỹ thuật công nghiệp (chuyên ngành Công nghệ thông tin),A00; A01; C01; D01,21.7,TO >= 7.8; TTNV <= 8,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7480201,Công nghệ thông tin,A00; A01; C01; D01,23.79,TO >= 7.6; TTNV <= 12,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510101,Công nghệ kỹ thuật kiến trúc,V00; V01; A00; A01,19.3,TO >= 6.2; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510103,Công nghệ kỹ thuật xây dựng (chuyên ngành Xây dựng dân dụng & Công nghiệp),A00; A01; C01; D01,15,TO >= 4; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510104,Công nghệ kỹ thuật giao thông (chuyên ngành Xây dựng cầu đường),A00; A01; C01; D01,15.35,TO >= 6.6; TTNV <= 4,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510201,Công nghệ kỹ thuật cơ khí (chuyên ngành Cơ khí chế tạo),A00; A01; C01; D01,19.7,TO >= 6.8; TTNV <= 2,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01; C01; D01,21.2,TO >= 7.2; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,22.65,TO >= 7.4; TTNV <= 2,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510205KT,Công nghệ kỹ thuật ô tô (đào tạo 2 năm đầu tại Kon Tum),A00; A01; C01; D01,16.55,TO >= 5.6; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510206,Công nghệ kỹ thuật nhiệt (chuyên ngành Nhiệt - Điện lạnh),A00; A01; C01; D01,18.65,TO >= 6.4; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510301A,"Công nghệ kỹ thuật điện, điện tử (chuyên ngành Kỹ thuật điện tử)",A00; A01; C01; D01,20.7,TO >= 6.2; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510301B,"Công nghệ kỹ thuật điện, điện tử (chuyên ngành Hệ thống cung cấp điện)",A00; A01; C01; D01,15.5,TO >= 6; TTNV <= 2,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00; A01; C01; D01,21.3,TO >= 6.4; TTNV <= 5,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01; C01; D01,22.5,TO >= 8; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510401,Công nghệ kỹ thuật hóa học,A00; A01; B00; D01,19.65,TO >= 5.4; TTNV <= 3,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510402,Công nghệ vật liệu (chuyên ngành Hóa học Vật liệu mới),A00; A01; B00; D01,15.45,TO >= 6.2; TTNV <= 2,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7510406,Công nghệ kỹ thuật môi trường,A00; A01; B00; D01,15.7,TO >= 6.2; TTNV <= 8,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7540102,Kỹ thuật thực phẩm (gồm 2 chuyên ngành Kỹ thuật thực phẩm và Kỹ thuật sinh học thực phẩm),A00; A01; B00; D01,16.45,TO >= 6.2; TTNV <= 1,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7580210,Kỹ thuật cơ sở hạ tầng (chuyên ngành Xây dựng hạ tầng đô thị),A00; A01; C01; D01,15.4,TO >= 6.2; TTNV <= 2,2023.0,DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng
7480201-QT,Công nghệ thông tin quốc tế,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480201-CLC,Công nghệ thông tin chất lượng cao,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480103-KNU,Kỹ thuật phần mềm liên kết quốc tế - KNU,A00; C01; C14; D01,19.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480201,Công nghệ thông tin,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480103,Kỹ thuật phần mềm,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480202,An toàn thông tin,A00; C01; C14; D01,18,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480104,hệ thống thông tin,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480102,mạng máy tính và truyền thông dữ liệu,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480101,Khoa học máy tính,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7510301,"Kỹ thuật điện, điện tử",A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7510303,Tự động hóa,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7520119,Cơ điện tử,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7480108,Công nghệ kỹ thuật máy tính,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00; C01; C14; D01,17,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7520212,Kỹ thuật hình ảnh y học,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7510212,Công nghệ ô tô,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7310109,Quản trị kinh doanh số,A00; C01; C14; D01,17.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7340122,Thương mại điện tử,A00; C01; C14; D01,17,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7340122-TD,Marketing số,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7340405,Tin học kinh tế,A00; C01; C14; D01,18.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7340406,Quản trị văn phòng,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7210403,Thiết kế đồ họa,A00; C01; C14; D01,16.5,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7320104,Truyền thông đa phương tiện,A00; C01; C14; D01,16,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7320106,Công nghệ truyền thông,A00; C01; C14; D01,17,,2023.0,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
7140114,Quản lý Giáo dục,A00; A01; C00; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7140201,Giáo dục mầm non,M00,20.25,,2023.0,DQN,Đại Học Quy Nhơn
7140202,Giáo dục Tiểu học,A00; C00; D01,24.45,,2023.0,DQN,Đại Học Quy Nhơn
7140205,Giáo dục chính trị,C00; C19; D01,24.5,,2023.0,DQN,Đại Học Quy Nhơn
7140206,Giáo dục thể chất,T00; T02; T03; T05,22.25,,2023.0,DQN,Đại Học Quy Nhơn
7140209,Sư phạm Toán học,A00; A01,25.25,,2023.0,DQN,Đại Học Quy Nhơn
7140210,Sư phạm Tin học,A00; A01; D07,19,,2023.0,DQN,Đại Học Quy Nhơn
7140211,Sư phạm Vật lý,A00; A01; A02,23.5,,2023.0,DQN,Đại Học Quy Nhơn
7140213,Sư phạm Sinh học,B00; B08; A02,20,,2023.0,DQN,Đại Học Quy Nhơn
7140217,Sư phạm Ngữ văn,C00; D14; D15,25.25,,2023.0,DQN,Đại Học Quy Nhơn
7140218,Sư phạm Lịch sử,C00; C19; D14,25.75,,2023.0,DQN,Đại Học Quy Nhơn
7140219,Sư phạm Địa lý,A00; C00; D15,23.5,,2023.0,DQN,Đại Học Quy Nhơn
7140231,Sư phạm Tiếng Anh,D01,24.75,,2023.0,DQN,Đại Học Quy Nhơn
7140247,Sư phạm Khoa học tự nhiên,A00; A01; A02; B00,19,,2023.0,DQN,Đại Học Quy Nhơn
7140249,Sư phạm Lịch sử Địa lý,C00; C19; C20,24.25,,2023.0,DQN,Đại Học Quy Nhơn
7220201,Ngôn ngữ Anh,A01; D01; D14; D15,19.5,,2023.0,DQN,Đại Học Quy Nhơn
7220204,Ngôn ngữ Trung Quốc,A01; D01; D04; D15,22.25,,2023.0,DQN,Đại Học Quy Nhơn
7229030,Văn học,C00; C19; D14; D15,15,,2023.0,DQN,Đại Học Quy Nhơn
7310101,Kinh tế,A00; A01; D01,18.5,,2023.0,DQN,Đại Học Quy Nhơn
7310205,Quản lý nhà nước,A00; C00; C19; D01,17.5,,2023.0,DQN,Đại Học Quy Nhơn
7310403,Tâm lý học giáo dục,A00; C00; C19; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7310608,Đông phương học,C00; C19; D14; D15,15,,2023.0,DQN,Đại Học Quy Nhơn
7310630,Việt Nam học,C00; C19; D01; D15,15,,2023.0,DQN,Đại Học Quy Nhơn
7340101,Quản trị kinh doanh,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7340201,Tài chính - Ngân hàng,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7340301,Kế toán,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7340301CLC,Kế toán CLC,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7340302,Kiểm toán,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7380101,Luật,A00; C00; C19; D01,17.75,,2023.0,DQN,Đại Học Quy Nhơn
7460108,Khoa học dữ liệu,A00; A01; D07; D90,15,,2023.0,DQN,Đại Học Quy Nhơn
7460112,Toán ứng dụng,A00; A01; D07; D90,15,,2023.0,DQN,Đại Học Quy Nhơn
7480103,Kỹ thuật phần mềm,A00; A01,15,,2023.0,DQN,Đại Học Quy Nhơn
7480107,Trí tuệ nhân tạo,A00; A01; D07; D90,15,,2023.0,DQN,Đại Học Quy Nhơn
7480201,Công nghệ thông tin,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7510205,Công nghệ kỹ thuật ô tô,A00; A01,22,,2023.0,DQN,Đại Học Quy Nhơn
7510401,Công nghệ kỹ thuật hoá học,A00; B00; C02; D07,15,,2023.0,DQN,Đại Học Quy Nhơn
7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01,21,,2023.0,DQN,Đại Học Quy Nhơn
7520201,Kỹ thuật điện,A00; A01; D07,15,,2023.0,DQN,Đại Học Quy Nhơn
7520207,Kỹ thuật điện tử - viễn thông,A00; A01; D07,15,,2023.0,DQN,Đại Học Quy Nhơn
7520216,Kỹ thuật điều khiển và Tự động hóa,A00; A01; D07,15,,2023.0,DQN,Đại Học Quy Nhơn
7540101,Công nghệ thực phẩm,A00; B00; C02; D07,15,,2023.0,DQN,Đại Học Quy Nhơn
7580201,Kỹ thuật xây dựng,A00; A01; D07,15,,2023.0,DQN,Đại Học Quy Nhơn
7620109,Nông học,B00; B03; B04; C08,15,,2023.0,DQN,Đại Học Quy Nhơn
7760101,Công tác xã hội,C00; D01; D14,15,,2023.0,DQN,Đại Học Quy Nhơn
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; D14,17.75,,2023.0,DQN,Đại Học Quy Nhơn
7810201,Quản trị khách sạn,A00; A01; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7850101,Quản lý tài nguyên và môi trường,A00; B00; C04; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7850103,Quản lý đất đai,A00; B00; C04; D01,15,,2023.0,DQN,Đại Học Quy Nhơn
7340101,Quản trị kinh doanh,A00; A01; A08; D01,22,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7480201,Công nghệ thông tin,A00; A01; D10; D01,22,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7220204,Ngôn ngữ Trung Quốc,D01; D14; D15; C00,22.5,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7220201,Ngôn ngữ Anh,D01; D09; D66; C00,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7220202,Ngôn ngữ Nga,D01; D09; D66; C00,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7340301,Kế toán,A00; A08; C03; D01,20.5,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7340201,Tài chính Ngân hàng,A00; A01; D10; C14,20,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7340120,Kinh doanh quốc tế,A00; A09; C04; D01,21,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7510205,Công nghệ kỹ thuật ôtô,A00; A01; B03; C01,21,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; A09; D01,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7510203,Công nghệ kỹ thuật cơ điện tử,A00; A02; A09; D01,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7210403,Thiết kế đồ hoạ,H00; H01; H06; H08,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7580201,Kỹ thuật xây dựng,A00; A01; B08; C14,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7580106,Quản lý đô thị và công trình,A00; A01; C00; D01,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7580108,Thiết kế nội thất,H00; H01; H06; H08,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7580101,Kiến trúc,V00; V01; V02; H06,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7510406,Công nghệ kỹ thuật môi trường,B00; A00; B03; C02,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7310101,Kinh tế,A00; A01; A08; D01,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7380107,Luật kinh tế,A00; C00; C14; D01,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7310205,Quản lý nhà nước,D01; C00; C19; D66,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7720501,Răng Hàm Mặt,A00; A02; B00; D08,23.5,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7720101,Y khoa,A00; A02; B00; D08,22.5,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7720201,Dược học,A00; A02; B00; D07,21,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7720301,Điều dưỡng,A00; A02; B00; D07,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7850101,Quản lý tài nguyên và môi trường,A00; B00; C00; D01,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A07; C00; D66,19,,2023.0,DQK,Đại Học Kinh Doanh và Công Nghệ Hà Nội
7340404,Quản trị nhân lực,A00; A01; D01,24,,2023.0,DNV,Đại học Nội vụ Hà Nội
7340404,Quản trị nhân lực,C00,27,,2023.0,DNV,Đại học Nội vụ Hà Nội
7340406,Quản trị văn phòng,A01; D01,23.75,,2023.0,DNV,Đại học Nội vụ Hà Nội
7340406,Quản trị văn phòng,C00,25.75,,2023.0,DNV,Đại học Nội vụ Hà Nội
7340406,Quản trị văn phòng,C20,26.75,,2023.0,DNV,Đại học Nội vụ Hà Nội
7380101,Luật (Chuyên ngành Thanh tra),A00; A01; D01,24.25,,2023.0,DNV,Đại học Nội vụ Hà Nội
7380101,Luật (Chuyên ngành Thanh tra),C00,26.25,,2023.0,DNV,Đại học Nội vụ Hà Nội
7229040,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,D01; D14; D15,20.25,,2023.0,DNV,Đại học Nội vụ Hà Nội
7229040,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,C00,22.25,,2023.0,DNV,Đại học Nội vụ Hà Nội
7229042,"Quản lý văn hóa
(Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch thuộc ngành Quản lí văn hóa)",D01; D14; D15,16,,2023.0,DNV,Đại học Nội vụ Hà Nội
7229042,"Quản lý văn hóa
(Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch thuộc ngành Quản lí văn hóa)",C00,18,,2023.0,DNV,Đại học Nội vụ Hà Nội
7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",A01; D01,15,,2023.0,DNV,Đại học Nội vụ Hà Nội
7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",C00,17,,2023.0,DNV,Đại học Nội vụ Hà Nội
7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",C20,18,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310205,Quản lý nhà nước,A01; D01,21,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310205,Quản lý nhà nước,C00,23,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310205,Quản lý nhà nước,C20,24,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310201,Chính trị học (Chuyên ngành Chính sách công),D01,15,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310201,Chính trị học (Chuyên ngành Chính sách công),C00,17,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310201,Chính trị học (Chuyên ngành Chính sách công),C14; C20,18,,2023.0,DNV,Đại học Nội vụ Hà Nội
7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),D01,15,,2023.0,DNV,Đại học Nội vụ Hà Nội
7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),C00,17,,2023.0,DNV,Đại học Nội vụ Hà Nội
7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),C19; C20,18,,2023.0,DNV,Đại học Nội vụ Hà Nội
7480104,"Hệ thông thông tin
(Chuyên ngành Hệ thống thông tin thương mại điện tử)",A00; A01; D01; D10,19.75,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310202,Xây dựng Đảng và chính quyền nhà nước,D14,15.5,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310202,Xây dựng Đảng và chính quyền nhà nước,C00,17.5,,2023.0,DNV,Đại học Nội vụ Hà Nội
7310202,Xây dựng Đảng và chính quyền nhà nước,C19; C20,18.5,,2023.0,DNV,Đại học Nội vụ Hà Nội
