major_code,major_name,subject_group,point,note,year,university_code,university_name
7489001,Công nghệ và đổi mới sáng tạo,A00; A01; D01; D07,17,,2023.0,KSV,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long
7480107,Robot và Trí tuệ nhân tạo,A00; A01; D01; D07,17,,2023.0,KSV,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long
7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,17,,2023.0,KSV,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long
7620114,Kinh doanh nông nghiệp,A00; A01; D01; D07,17,,2023.0,KSV,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long
7810201,Quản trị khách sạn,A00; A01; D01; D07,17,,2023.0,KSV,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long
7480101,Khoa học máy tính,A00; A01; C01; D01,20.4,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7460108,Khoa học dữ liệu,A00; A01; C01; D01,15,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7480104,Hệ thống thông tin,A00; A01; C01; D01,16,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7480201,Công nghệ thông tin,A00; A01; C01; D01,22.16,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7480103,Kỹ thuật phần mềm,A00; A01; C01; D01,22.8,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7520118,Kỹ thuật hệ thống công nghiệp,A00; C01; C02; D01,18.7,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510605,Logistics và quản lý chuỗi cung ứng,A00; C01; C02; D01,21.15,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510601,Quản lý công nghiệp,A00; C01; C02; D01,19.8,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7580302,Quản lý xây dựng,A00; C01; C02; D01,15,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510102,Công nghệ kỹ thuật công trình xây dựng,A00; A02; C01; D01,18.5,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510403,Công nghệ kỹ thuật năng lượng,A00; A01; A02; C01,15,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; A02; C01,21.4,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01; A02; C01,21.1,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01; A02; C01,21.8,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7510401,Công nghệ kỹ thuật hóa học,A00; A11; B00; C02,15,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7540101,Công nghệ thực phẩm,A00; B00; C02; D01,21.75,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7420201,Công nghệ sinh học,A00; B00; C02; D01,21.5,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7340201,Tài chính - Ngân hàng,A00; C01; C02; D01,23.3,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7340101,Quản trị kinh doanh,A00; C01; C02; D01,21.5,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7340301,Kế toán,A00; C01; C02; D01,20.7,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7380101,Luật,C00; D01; D14; D15,21.25,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7220201,Ngôn ngữ Anh,D01; D14; D15; D66,23,,2023.0,KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ
7580101,Kiến trúc,A01; V00; V01; V02; 5K1; 121,20,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7580108,Thiết kế nội thất,A01; V00; V01; V02; 5K1; 121,20,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7210403,Thiết kế đồ họa,V00; V01; V02; H00; 5K1; 121,23,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7580201,Kỹ thuật xây dựng,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7580205,Kỹ thuật xây dựng công trình giao thông,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7580210,Kỹ thuật cơ sở hạ tầng,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7580302,Quản lý xây dựng,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7340301,Kế toán,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7340201,Tài chính - Ngân hàng,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7340101,Quản trị kinh doanh,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7480201,Công nghệ thông tin,A00; A01; B00; D01,23,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7220201,Ngôn ngữ Anh,D01; A01; D14; D15,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7220204,Ngôn ngữ Trung Quốc,D01; A01; D14; D15,21,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7810201,Quản trị khách sạn,A00; A01; B00; D01,17,,2023.0,KTD,Đại Học Kiến Trúc Đà Nẵng
7580101,Kiến trúc,V00; V01; V02,24.64,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580108,Thiết kế nội thất,V00; V01; V02,24.61,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580105,Quy hoạch vùng và đô thị,V00; V01; V02,23.54,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580105CLC,Quy hoạch vùng và đô thị (CLC),V00; V01; V02,22.37,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580102,Kiến trúc cảnh quan,V00; V01; V02,23.95,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580199,Thiết kế đô thị (CT tiên tiến),V00; V01; V02,20.96,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7210402,Thiết kế công nghiệp,H01; H02,24.57,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7210403,Thiết kế đồ họa,H01; H06,25.69,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7210404,Thiết kế thời trang,H01; H06,24.7,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7210110,Mỹ thuật đô thị,V00; V01; V02,23.45,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580201,Kỹ thuật xây dựng,A00; A01,20.95,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580201CLC,Kỹ thuật xây dựng (CLC),A00; A01,21.1,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580302,Quản lý xây dựng,A00; A01,21.2,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580210,Kỹ thuật cơ sở hạ tầng,A00; A01,15,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580101CT,Kiến trúc (Cần Thơ),V00; V01; V02,22.19,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580108CT,Thiết kế nội thất (Cần Thơ),V00; V01; V02,18.73,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580201CT,Kỹ thuật xây dựng (Cần Thơ),A00; A01,15,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580101DL,Kiến trúc (Đà Lạt),V00; V01; V02,21.94,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7580201DL,Kỹ thuật xây dựng (Đà Lạt),A00; A01,15,,2023.0,KTS,Đại Học Kiến Trúc TPHCM
7220201,Tiếng Anh thương mại,D01; D96,26.3,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310101,Kinh tế,A00; A01; D01; D07,26.1,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310102,Kinh tế chính trị,A00; A01; D01; D07,22.5,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310104_01,Kinh tế đầu tư,A00; A01; D01; D07,25.94,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310104_02,Thẩm định giá và quản trị tài sản,A00; A01; D01; D07,23,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310107,Thống kê kinh doanh,A00; A01; D01; D07,25.56,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310108_01,Toán tài chính,A00; A01; D01; D07,25.32,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7310108_02,Phân tích rủi ro và định phí bảo hiểm,A00; A01; D01; D07,24.06,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7320106,Truyền thông số và Thiết kế đa phương tiện,A00; A01; D01; V00,26.33,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340101_01,Quản trị,A00; A01; D01; D07,25.4,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340101_02,Quản trị khởi nghiệp,A00; A01; D01; D07,24.54,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340114_td,Công nghệ marketing,A00; A01; D01; D07,27.2,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340115,Marketing,A00; A01; D01; D07,27,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340116,Bất động sản,A00; A01; D01; D07,23.8,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340120,Kinh doanh quốc tế,A00; A01; D01; D07,26.6,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340121,Kinh doanh thương mại,A00; A01; D01; D07,26.5,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340122,Thương mại điện tử,A00; A01; D01; D07,26.61,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340129_td,Quản trị bệnh viện,A00; A01; D01; D07,23.7,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340201_01,Tài chính công,A00; A01; D01; D07,24,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340201_02,Thuế,A00; A01; D01; D07,23,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340201_03,Ngân hàng,A00; A01; D01; D07,25.3,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340201_04,Thị trường chứng khoán,A00; A01; D01; D07,23.55,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340201_05,Tài chính,A00; A01; D01; D07,25.7,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340201_06,Đầu tư tài chính,A00; A01; D01; D07,25.7,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340204,Bảo hiểm,A00; A01; D01; D07,24,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340205,Công nghệ tài chính,A00; A01; D01; D07,26.6,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340206,Tài chính quốc tế,A00; A01; D01; D07,26.6,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340301_01,Chương trình Kế toán tích hợp chứng chỉ nghề nghiệp quốc tế,A00; A01; D01; D07,24.9,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340301_02,Kế toán công,A00; A01; D01; D07,25.31,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340301_03,Kế toán doanh nghiệp,A00; A01; D01; D07,25,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340302,Kiểm toán,A00; A01; D01; D07,26.3,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340403,Quản lý công,A00; A01; D01; D07,25.05,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340404,Quản trị nhân lực,A00; A01; D01; D07,26.2,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340405_01,Hệ thống thông tin kinh doanh,A00; A01; D01; D07,26.12,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340405_02,Hệ thống hoạch định nguồn lực doanh nghiệp,A00; A01; D01; D07,24.85,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7340415_td,Kinh doanh số,A00; A01; D01; D07,26.5,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7380101,Luật kinh doanh quốc tế,A00; A01; D01; D96,25.41,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7380107,Luật kinh tế,A00; A01; D01; D96,25.6,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7460108,Khoa học dữ liệu,A00; A01; D01; D07,26.3,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7480101,Khoa học máy tính,A00; A01; D01; D07,23.4,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7480103,Kỹ thuật phần mềm,A00; A01; D01; D07,25.8,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7480107,Robot và Trí tuệ nhân tạo,A00; A01; D01; D07,23,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7480201,Công nghệ thông tin,A00; A01; D01; D07,24.2,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7480202,An toàn thông tin,A00; A01; D01; D07,22.49,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7489001,Công nghệ và đổi mới sáng tạo,A00; A01; D01; D07,25.2,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7510605_01,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; D07,27,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7510605_02,Công nghệ Logistics,A00; A01; D01; D07,26.09,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7580104,Kiến trúc và thiết kế đô thị thông minh,A00; A01; D01; V00,24.63,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7620114,Kinh doanh nông nghiệp,A00; A01; D01; D07,25.03,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; D07,24.6,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7810201_01,Quản trị khách sạn,A00; A01; D01; D07,25.2,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7810201_02,Quản trị sự kiện và dịch vụ giải trí,A00; A01; D01; D07,25.51,,2023.0,KSA,Đại Học Kinh Tế TPHCM
ASA_Co-op,Cử nhân ASEAN Co-op,A00; A01; D01; D07,24.05,,2023.0,KSA,Đại Học Kinh Tế TPHCM
ISB_CNTN,Cử nhân Tài năng ISB BBus,A00; A01; D01; D07,27.1,,2023.0,KSA,Đại Học Kinh Tế TPHCM
7220201,Ngôn ngữ Anh (tiếng Anh hệ số 2),A01; D01; D09; D10,36.5,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310101_1,Kinh tế học (ngành Kinh tế),A00; A01; D01; D07,27.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310101_2,Kinh tế và quản lý đô thị (ngành Kinh tế),A00; A01; D01; D07,27.05,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310101_3,Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),A00; A01; D01; D07,27.15,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310104,Kinh tế đầu tư,A00; A01; D01; B00,27.5,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310105,Kinh tế phát triển,A00; A01; D01; D07,27.35,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310106,Kinh tế quốc tế,A00; A01; D01; D07,27.35,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310107,Thống kê kinh tế (Toán hệ số 2),A00; A01; D01; D07,36.2,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310108,Toán kinh tế (Toán hệ số 2),A00; A01; D01; D07,35.95,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7320108,Quan hệ công chúng,A01; D01; C03; C04,27.2,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340101,Quản trị kinh doanh,A00; A01; D01; D07,27.25,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340115,Marketing,A00; A01; D01; D07,27.55,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340116,Bất động sản,A00; A01; D01; D07,26.4,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340120,Kinh doanh quốc tế,A00; A01; D01; D07,27.5,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340121,Kinh doanh thương mại,A00; A01; D01; D07,27.35,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340122,Thương mại điện tử,A00; A01; D01; D07,27.65,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,27.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340204,Bảo hiểm,A00; A01; D01; D07,26.4,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340301,Kế toán,A00; A01; D01; D07,27.05,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340302,Kiểm toán,A00; A01; D01; D07,27.2,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340401,Khoa học quản lý,A00; A01; D01; D07,27.05,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340403,Quản lý công,A00; A01; D01; D07,26.75,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340404,Quản trị nhân lực,A00; A01; D01; D07,27.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340405,Hệ thống thông tin quản lý (Toán hệ số 2),A00; A01; D01; D07,36.15,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7340409,Quản lý dự án,A00; A01; D01; B00,27.15,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7380101,Luật,A00; A01; D01; D07,26.6,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7380107,Luật kinh tế,A00; A01; D01; D07,26.85,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7480101,Khoa học máy tính (Toán hệ số 2),A00; A01; D01; D07,35.35,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7480201,Công nghệ thông tin (Toán hệ số 2),A00; A01; D01; D07,35.3,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; D07,27.4,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7620114,Kinh doanh nông nghiệp,A00; A01; D01; B00,26.6,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7620115,Kinh tế nông nghiệp,A00; A01; D01; B00,26.2,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; D07,26.75,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7810201,Quản trị khách sạn,A00; A01; D01; D07,26.75,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7850101,Quản lý tài nguyên và môi trường,A00; A01; D01; D07,26.4,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7850102,Kinh tế tài nguyên thiên nhiên,A00; A01; D01; B00,26.35,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7850103,Quản lý đất đai,A00; A01; D01; D07,26.55,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EBBA,Quản trị kinh doanh (E-BBA),A00; A01; D01; D07,27.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP01,Khởi nghiệp và phát triển kinh doan (BBAE)(tiếng Anh hệ số 2),A01; D01; D07; D09,36.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP02,Định phí Bảo hiểm & Quản trị rủi ro (Actuary),A00; A01; D01; D07,26.45,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP03,Khoa học dữ liệu trong KT & KD (DSEB),A00; A01; D01; D07,26.85,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP04,Kế toán tích hợp chứng chỉ quốc tế (ACT-ICAEW),A00; A01; D01; D07,26.9,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP05,Kinh doanh số (E-BDB),A00; A01; D01; D07,26.85,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP06,Phân tích kinh doanh (BA),A00; A01; D01; D07,27.15,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP07,Quản trị điều hành thông minh (E-SOM),A01; D01; D07; D10,26.65,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP08,Quản trị chất lượng và Đổi mới (E-MQI),A01; D01; D07; D10,26.6,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP09,Công nghệ tài chính (BFT),A00; A01; D01; D07,26.75,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP10,Tài chính và Đầu tư (BFI) (tiếng Anh hệ số 2),A01; D01; D07; D10,36.5,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP11,Quản trị khách sạn quốc tế (IHME) (tiếng Anh hệ số 2),A01; D01; D09; D10,35.75,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP12,Kiểm toán tích hợp CCQT (AUD-ICAEW),A00; A01; D01; D07,27.2,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP13,Kinh tế học tài chính (FE),A00; A01; D01; D07,26.75,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EP14,Logistics và QLCCU tích hợp CCQT (LSIC) (tiếng Anh hệ số 2),A01; D01; D07; D10,36.4,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
EPMP,Quản lý công và Chính sách (E-PMP),A00; A01; D01; D07,26.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE1,POHE - Quản trị khách sạn  (tiếng Anh hệ số 2),A01; D01; D07; D09,35.65,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE2,POHE - Quản trị lữ hành (tiếng Anh hệ số 2),A01; D01; D07; D09,35.65,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE3,POHE - Truyền thông Marketing  (tiếng Anh hệ số 2),A01; D01; D07; D09,37.1,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE4,POHE - Luật kinh doanh  (tiếng Anh hệ số 2),A01; D01; D07; D09,36.2,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE5,POHE - Quản trị kinh doanh thương mại  (tiếng Anh hệ số 2),A01; D01; D07; D09,36.85,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE6,POHE - Quản lý thị trường  (tiếng Anh hệ số 2),A01; D01; D07; D09,35.65,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
POHE7,POHE - Thẩm định giá  (tiếng Anh hệ số 2),A01; D01; D07; D09,35.85,,2023.0,KHA,Đại Học Kinh Tế Quốc Dân
7310202,Ngành Xây dựng Đảng và chính quyền Nhà nước,C00,27.62,TS nam miền Bắc,2023.0,LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị
7310202,Ngành Xây dựng Đảng và chính quyền Nhà nước,C00,26.27,TS nam miền Nam,2023.0,LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị
7310202,Ngành Xây dựng Đảng và chính quyền Nhà nước,A00,19.55,TS nam miền Bắc,2023.0,LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị
7310202,Ngành Xây dựng Đảng và chính quyền Nhà nước,A00,19.8,TS nam miền Nam,2023.0,LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị
7310202,Ngành Xây dựng Đảng và chính quyền Nhà nước,D01,24.2,TS nam miền Bắc,2023.0,LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị
7310202,Ngành Xây dựng Đảng và chính quyền Nhà nước,D01,23.75,TS nam miền Nam,2023.0,LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị
7340301,Kế toán,A00; B00; C15; D01,15,,2023.0,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
7340101,Quản trị kinh doanh,A00; B00; C15; D01,15,,2023.0,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
7620205,Lâm sinh,A00; A01; B00; D01,15,,2023.0,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
7620110,Khoa học cây trồng,A00; A01; B00; D01,15,,2023.0,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
7620112,Bảo vệ thực vật,A00; A01; B00; D01,15,,2023.0,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
7850103,Quản lý đất đai,A00; A01; B00; D01,15,,2023.0,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
BANK02,Ngân hàng,A00; A01; D01; D07,21.65,,2023.0,NHB,Học Viện Ngân Hàng (Phân Viện Bắc Ninh)
FIN02,Tài chính,A00; A01; D01; D07,22.05,,2023.0,NHB,Học Viện Ngân Hàng (Phân Viện Bắc Ninh)
ACT02,Kế toán,A00; A01; D01; D07,22.2,,2023.0,NHB,Học Viện Ngân Hàng (Phân Viện Bắc Ninh)
BANK02,Ngân hàng,A00; A01; D01; D07,15,,2023.0,NHP,Học Viện Ngân Hàng (Phân Viện Phú Yên)
FIN02,Tài chính,A00; A01; D01; D07,15,,2023.0,NHP,Học Viện Ngân Hàng (Phân Viện Phú Yên)
ACT02,Kế toán,A00; A01; D01; D07,15,,2023.0,NHP,Học Viện Ngân Hàng (Phân Viện Phú Yên)
7220201,Ngôn ngữ Anh,D01,35.38,,2023.0,NHF,Đại Học Hà Nội
7220202,Ngôn ngữ Nga,D01; D02,31.93,,2023.0,NHF,Đại Học Hà Nội
7220203,Ngôn ngữ Pháp,D01; D03,33.7,,2023.0,NHF,Đại Học Hà Nội
7220204,Ngôn ngữ Trung Quốc,D01; D04,35.75,,2023.0,NHF,Đại Học Hà Nội
7220204 CLC,Ngôn ngữ Trung Quốc - Chất lượng cao (CLC),D01; D04,34.82,,2023.0,NHF,Đại Học Hà Nội
7220205,Ngôn ngữ Đức,D01; D05,33.96,,2023.0,NHF,Đại Học Hà Nội
7220206,Ngôn ngữ Tây Ban Nha,D01,33.38,,2023.0,NHF,Đại Học Hà Nội
7220207,Ngôn ngữ Bồ Đào Nha,D01,31.35,,2023.0,NHF,Đại Học Hà Nội
7220208,Ngôn ngữ Italia,D01,32.63,,2023.0,NHF,Đại Học Hà Nội
7220208 CLC,Ngôn ngữ Italia - CLC,D01,30.95,,2023.0,NHF,Đại Học Hà Nội
7220209,Ngôn ngữ Nhật,D01; D06,34.59,,2023.0,NHF,Đại Học Hà Nội
7220210,Ngôn ngữ Hàn Quốc,D01; DD2,36.15,,2023.0,NHF,Đại Học Hà Nội
7220210 CLC,Ngôn ngữ Hàn Quốc - CLC,D0; DD2,34.73,,2023.0,NHF,Đại Học Hà Nội
7310111,Nghiên cứu phát triển (dạy bằng tiếng Anh),D01,32.55,,2023.0,NHF,Đại Học Hà Nội
7310601,Quốc tế học (dạy bằng tiếng Anh),D01,33.48,,2023.0,NHF,Đại Học Hà Nội
7320104,Truyền thông đa phương tiện (dạy bằng tiếng Anh),D01,25.94,,2023.0,NHF,Đại Học Hà Nội
