Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301,Công nghệ Điện
732,Báo chí và thông tin,73290,Báo chí và thông tin - Khác,7329001,Công nghệ đa phương tiện
732,Báo chí và thông tin,73201,Báo chí và truyền thông,7320113,Công nghệ đa phương tiện
721,Nghệ thuật,72103,Nghệ thuật nghe nhìn,7210302,"Công nghệ điện ảnh, truyền hình"
758,Kiến trúc và xây dựng,75802,Xây dựng,D113,Công trình giao thông và cơ sở hạ tầng
758,Kiến trúc và xây dựng,75802,Xây dựng,GTADCTQ2,Công trình giao thông và cơ sở hạ tầng
776,Dịch vụ xã hội,77601,Công tác xã hội,7760102,Công tác thanh thiếu niên
776,Dịch vụ xã hội,77601,Công tác xã hội,7760101KT,Công tác xã hội
776,Dịch vụ xã hội,77601,Công tác xã hội,7760101PH,Công tác xã hội
776,Dịch vụ xã hội,77601,Công tác xã hội,7760101,Công tác xã hội
776,Dịch vụ xã hội,77601,Công tác xã hội,QHX03,Công tác xã hội
776,Dịch vụ xã hội,77601,Công tác xã hội,7760101C,Công tác xã hội
776,Dịch vụ xã hội,77601,Công tác xã hội,7760101B,Công tác xã hội
776,Dịch vụ xã hội,77601,Công tác xã hội,7760101D,Công tác xã hội
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,138,Cơ Kỹ thuật
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,CN4,Cơ Kỹ thuật
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,268,Cơ Kỹ thuật
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-GU,Cơ khí - Chế tạo máy
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-GUy,Cơ khí - Chế tạo máy
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TE-EPy,Cơ khí hàng không
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TE-EP,Cơ khí hàng không
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,VEE2,Cơ điện tử
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-LUH,Cơ điện tử
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-LUHy,Cơ điện tử
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-NUT,Cơ điện tử
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-E1,Cơ điện tử
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,ME-NUTy,Cơ điện tử
785,Môi trường và bảo vệ môi trường,78590,Môi trường và bảo vệ môi trường - Khác,7859007,Cảnh quan và kỹ thuật hoa viên
758,Kiến trúc và xây dựng,75802,Xây dựng,7580205-01,Cầu đường bộ
734,Kinh doanh và quản lý,73401,Kinh doanh,7340114,Digital Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7380114,Digital Marketing
772,Sức khỏe,77204,Dinh dưỡng,7720401TQ,Dinh dưỡng
772,Sức khỏe,77204,Dinh dưỡng,7720401TP,Dinh dưỡng
772,Sức khỏe,77204,Dinh dưỡng,7720401,Dinh dưỡng
772,Sức khỏe,77204,Dinh dưỡng,7720401_02,Dinh dưỡng
772,Sức khỏe,77204,Dinh dưỡng,7720401,Dinh dưỡng học
772,Sức khỏe,77204,Dinh dưỡng,7720497,Dinh dưỡng và khoa học thực phẩm
721,Nghệ thuật,72102,Nghệ thuật trình diễn,7210234,Diễn viên kịch - điện ảnh
721,Nghệ thuật,72102,Nghệ thuật trình diễn,7210234,"Diễn viên kịch, điện ảnh - truyền hình"
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810101LT,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810101,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810101B,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810101C,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810101A,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,FTS4,Du lịch
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850104,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810101_BT,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,FTS3,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810102,Du lịch
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,FTS1,Du lịch
731,Khoa học xã hội và hành vi,73106,Khu vực học,7310630,Du lịch
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850104,Du lịch sinh thái
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810102,Du lịch điện tử
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810105,Du lịch địa chất
776,Dịch vụ xã hội,77601,Công tác xã hội,7760104,Dân số và phát triển
772,Sức khỏe,77202,Dược học,7720201_CLCA,Dược học
772,Sức khỏe,77202,Dược học,7720201LT,Dược học
772,Sức khỏe,77202,Dược học,7720201_A,Dược học
772,Sức khỏe,77202,Dược học,7720201B,Dược học
772,Sức khỏe,77202,Dược học,7720201,Dược học
772,Sức khỏe,77202,Dược học,PHA1,Dược học
772,Sức khỏe,77202,Dược học,7720201_02,Dược học
772,Sức khỏe,77202,Dược học,7720201TQ,Dược học
772,Sức khỏe,77202,Dược học,7720201_CLC,Dược học
772,Sức khỏe,77202,Dược học,7720201A,Dược học
772,Sức khỏe,77202,Dược học,7720201_E,Dược học
772,Sức khỏe,77202,Dược học,7220201,Dược học
772,Sức khỏe,77202,Dược học,7720201D,Dược học
772,Sức khỏe,77202,Dược học,7720201TP,Dược học
754,Sản xuất và chế biến,75490,Sản xuất và chế biến - Khác,7549002,Dược liệu và Hợp chất thiên nhiên
772,Sức khỏe,77202,Dược học,7720201,Dược đại hoc
738,Pháp luật,73801,Luật,7380101_CLC,Dịch vụ pháp luật
772,Sức khỏe,77203,Điều dưỡng - hộ sinh,7720399,Dụng cụ chỉnh hình chân tay giả
722,Nhân văn,72290,Nhân văn - Khác,7229045,Gia đình học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140205B,Giáo dục Chính trị
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140205A,Giáo dục Chính trị
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140205,Giáo dục Chính trị
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140205D,Giáo dục Chính trị
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140205C,Giáo dục Chính trị
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140204A,Giáo dục Công dân
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140204B,Giáo dục Công dân
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140204C,Giáo dục Công dân
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140204,Giáo dục Công dân
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140204D,Giáo dục Công dân
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140201C,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7210234,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140201E,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140201B,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140201A,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,GD5,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140201,Giáo dục Mầm non
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140208D,Giáo dục Quốc phòng - An ninh
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140208C,Giáo dục Quốc phòng - An ninh
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140208,Giáo dục Quốc phòng - An ninh
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140208,Giáo dục Quốc phòng và An ninh
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140206A,Giáo dục Thể chất
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140406,Giáo dục Thể chất
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140203,Giáo dục Thể chất
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140206,Giáo dục Thể chất
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202JR,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202E,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,GD4,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202C,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202B,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202D,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202A,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140202TA,Giáo dục Tiểu học
714,Khoa học giáo dục và đào tạo giáo viên,71401,Khoa học giáo dục,7140101,Giáo dục học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140248,Giáo dục pháp luật
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140203,Giáo dục Đặc biệt
714,Khoa học giáo dục và đào tạo giáo viên,71401,Khoa học giáo dục,7140114,Giáo dục Đặc biệt
776,Dịch vụ xã hội,77601,Công tác xã hội,7760103C,Giáo dục Đặc biệt
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140203D,Giáo dục Đặc biệt
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140203B,Giáo dục Đặc biệt
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140203C,Giáo dục Đặc biệt
776,Dịch vụ xã hội,77601,Công tác xã hội,7760103D,Giáo dục Đặc biệt
734,Kinh doanh và quản lý,73401,Kinh doanh,7340103,Giới và phát triển
731,Khoa học xã hội và hành vi,73103,Xã hội học và Nhân học,7310399,Giới và phát triển
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78103,"Thể dục, thể thao",7810302,Golf
721,Nghệ thuật,72101,Mỹ thuật,7210107,Gốm
786,"An ninh, Quốc phòng",78601,An ninh và trật tự xã hội,7860100,Gửi đào tạo ngoài ngành
772,Sức khỏe,77201,Y học,7720101,Gửi đào tạo ngoài ngành Y
772,Sức khỏe,77201,Y học,7720101,Gửi đào tạo ngành Y
786,"An ninh, Quốc phòng",78601,An ninh và trật tự xã hội,7860100,Gửi đào tạo ngành Y
786,"An ninh, Quốc phòng",78601,An ninh và trật tự xã hội,7860100,Gửi đào tạo ngành y (nam)
731,Khoa học xã hội và hành vi,73106,Khu vực học,7310640,Hoa Kỳ học
731,Khoa học xã hội và hành vi,73106,Khu vực học,HQT08-02,Hoa Kỳ học
772,Sức khỏe,77202,Dược học,QHT43,Hoá dược
772,Sức khỏe,77202,Dược học,7720203,Hoá dược
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112_VP,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112KT,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,CH2y,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112A,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112CLC,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,CH2,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,QHT41,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112_CLC,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112E,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,QHT06,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112B,Hoá học
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112,Hóa học
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140207,Huấn luyện thể thao
731,Khoa học xã hội và hành vi,73106,Khu vực học,HQT08-01,Hàn Quốc học
731,Khoa học xã hội và hành vi,73106,Khu vực học,7310614,Hàn Quốc học
731,Khoa học xã hội và hành vi,73106,Khu vực học,QHX26,Hàn Quốc học
722,Nhân văn,72201,"Ngôn ngữ, văn học và văn hóa Việt Nam",7220104,Hán Nôm
722,Nhân văn,72201,"Ngôn ngữ, văn học và văn hóa Việt Nam",QHX06,Hán Nôm
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440112,Hóa Sinh
744,Khoa học tự nhiên,74402,Khoa học trái đất,7440228,Hải dương học
744,Khoa học tự nhiên,74402,Khoa học trái đất,QHT17,Hải dương học
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCHL,Hải quan & Logistics
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7340201C06,Hải quan & Logistics
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCHL2,Hải quan & Logistics
786,"An ninh, Quốc phòng",78602,Quân sự,7860218,Hậu cần quân sự
786,"An ninh, Quốc phòng",78601,An ninh và trật tự xã hội,7860113DS,Hệ dân sự
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520219,Hệ thống giao thông thông minh
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_03,Hệ thống hoạch định nguồn lực doanh nghiệp
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480118VM,Hệ thống nhúng thông minh và IoT
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET-E9,Hệ thống nhúng thông minh và IoT
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480118D,Hệ thống nhúng thông minh và IoT
748,Máy tính và công nghệ thông tin,74890,Máy tính và công nghệ thông tin - Khác,ET-E9y,Hệ thống nhúng thông minh và IoT
748,Máy tính và công nghệ thông tin,74801,Máy tính,CM14,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480104TN,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,GTADCHT2,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480104D,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,IT-GINP,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,TLA116,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340405,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN14,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480104,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480104_CLCA,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340405_01,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480104_TT,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201_H,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN8,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,GTADCHT221,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480104_IT,Hệ thống thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_CLCA,Hệ thống thông tin
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_406C,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_416,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,QHQ03,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,TM26,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405H,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,MI2,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405CL,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,TM22,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405D,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_J,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,MIS01,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_01,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_406,Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405_416C,Hệ thống thông tin quản lý
776,Dịch vụ xã hội,77601,Công tác xã hội,7760103D,Hỗ trợ giáo dục người khuyết tật
776,Dịch vụ xã hội,77601,Công tác xã hội,7760103C,Hỗ trợ giáo dục người khuyết tật
772,Sức khỏe,77203,Điều dưỡng - hộ sinh,7720302,Hộ sinh
721,Nghệ thuật,72101,Mỹ thuật,7210103,Hội hoạ
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510304,IOT và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201,IoT (Internet vạn vật)
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201-2,IoT (Internet vạn vật)
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520208,IoT (Internet vạn vật)
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,S102,Khai thác máy tàu biển
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106S102,Khai thác máy tàu biển
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106D102,Khai thác máy tàu biển
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,D102,Khai thác máy tàu biển
762,"Nông, lâm nghiệp và thủy sản",76203,Thủy sản,7620304,Khai thác thuỷ sản
784,Dịch vụ vận tải,78401,Khai thác vận tải,GTADCVL221,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,GHA-26,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010102H,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010101,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010102,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010101H,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840101H,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,GSA-13,Khai thác vận tải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840101,Khai thác vận tải
790,Khác,-,-,7904492,Khoa học & Quản lý môi trường
748,Máy tính và công nghệ thông tin,74801,Máy tính,106,Khoa học Máy tính; Kỹ thuật Máy tính; (Nhóm ngành)
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420204,Khoa học Y sinh
772,Sức khỏe,77204,Dinh dưỡng,7720498,Khoa học chế biến món ăn
772,Sức khỏe,77204,Dinh dưỡng,7819010,Khoa học chế biến món ăn
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620110T,Khoa học cây trồng
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620111T,Khoa học cây trồng
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620110LT,Khoa học cây trồng
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,HVN01,Khoa học cây trồng
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620110,Khoa học cây trồng
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620105,Khoa học cây trồng
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,HVN02,Khoa học cây trồng
772,Sức khỏe,77204,Dinh dưỡng,7720499,Khoa học dinh dưỡng và ẩm thực
772,Sức khỏe,77204,Dinh dưỡng,7819009,Khoa học dinh dưỡng và ẩm thực
746,Toán và thống kê,74601,Toán học,7460108H,Khoa học dữ liệu
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201,Khoa học dữ liệu
746,Toán và thống kê,74601,Toán học,QHT93,Khoa học dữ liệu
746,Toán và thống kê,74601,Toán học,Tốt nghiệp THPT,Khoa học dữ liệu
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480205DT,Khoa học dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480108,Khoa học dữ liệu
746,Toán và thống kê,74601,Toán học,EP03,Khoa học dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480109,Khoa học dữ liệu
746,Toán và thống kê,74601,Toán học,7460108,Khoa học dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,HVN08,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480112KS,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480112,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480205,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,TLA126,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_T,Khoa học dữ liệu và Trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,ICT-AI,Khoa học dữ liệu và Trí tuệ nhân tạo
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340420,Khoa học dữ liệu và phân tích kinh doanh
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,GD3,Khoa học giáo dục
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010611H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010609,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010608,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010604,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010610H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106104,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106104H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106101,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106102,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010607H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106102H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010606H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010607,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106101H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010604H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106105,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010609H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784016104H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010610,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401061,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401064,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401063,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401061H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401065,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784016101H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401062H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840106103,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010611,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401064H,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,78401062,Khoa học hàng hải
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010606,Khoa học hàng hải
752,Kỹ thuật,75203,"Kỹ thuật hóa học, vật liệu, luyện kim và môi trường",MS-E3y,Khoa học kỹ thuật Vật liệu
752,Kỹ thuật,75203,"Kỹ thuật hóa học, vật liệu, luyện kim và môi trường",MS-E3,Khoa học kỹ thuật Vật liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_CLCA,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340302C,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,IT1,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340101,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101-SE,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101-CSE,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,266,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_WE2,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,ICT-AT,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101LK,Khoa học máy tính
