Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580302LK,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,XDA25,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580302_02,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580302_03,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,GTADCQX221,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,XDA24,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580302_01,Quản lý xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510102,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,GHA-13,Quản lý xây dựng
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,XDA29,Quản lý xây dựng
758,Kiến trúc và xây dựng,75801,Kiến trúc và quy hoạch,7580107,Quản lý Đô thị và Công trình
758,Kiến trúc và xây dựng,75801,Kiến trúc và quy hoạch,7580106,Quản lý Đô thị và Công trình
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850103G,Quản lý đất đai
758,Kiến trúc và xây dựng,75801,Kiến trúc và quy hoạch,7580103,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850103LT,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850103PH,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,HVN19,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850103N,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,QHT12,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850103 PH,Quản lý đất đai
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850103,Quản lý đất đai
734,Kinh doanh và quản lý,73401,Kinh doanh,7340102,Quản trị - Luật
734,Kinh doanh và quản lý,73401,Kinh doanh,GTADCQT2,Quản trị Doanh nghiệp
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101,Quản trị Doanh nghiệp
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103_CLC,Quản trị Khách sạn và Khu nghỉ dưỡng (Resort & Spa)
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201,Quản trị Khách sạn và Khu nghỉ dưỡng (Resort & Spa)
772,Sức khỏe,77208,Quản lý Y tế,7340101_01,Quản trị bệnh viện
772,Sức khỏe,77208,Quản lý Y tế,7210236,Quản trị bệnh viện
772,Sức khỏe,77208,Quản lý Y tế,7340129_td,Quản trị bệnh viện
772,Sức khỏe,77208,Quản lý Y tế,7720802,Quản trị bệnh viện
772,Sức khỏe,77208,Quản lý Y tế,7340101,Quản trị bệnh viện
772,Sức khỏe,77208,Quản lý Y tế,7720208,Quản trị bệnh viện
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,EP08,Quản trị chất lượng và Đổi mới
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7489001,Quản trị chất lượng và Đổi mới
742,Khoa học sự sống,74290,Khoa học sự sống - Khác,7429001,Quản trị công nghệ sinh học
732,Báo chí và thông tin,73201,Báo chí và truyền thông,7320106,Quản trị công nghệ truyền thông
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340410,Quản trị công nghệ truyền thông
790,Khác,-,-,7900101,Quản trị doanh nghiệp và công nghệ
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810104,Quản trị du lịch và khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103-CLC,Quản trị du lịch và khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201,Quản trị du lịch và khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103,Quản trị du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103B,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103PH,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103PHE,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103C,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103_DT,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103_BT,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103DKK,Quản trị dịch vụ du lịch và lữ hành
734,Kinh doanh và quản lý,73401,Kinh doanh,7340103,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,MHX15,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103D,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,POHE2,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,TM32,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,QHX15,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,TLA406,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,TM25,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103P,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,Học bạ,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103 CLC,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103_CLC,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7811103,Quản trị dịch vụ du lịch và lữ hành
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103A,Quản trị dịch vụ du lịch và lữ hành
734,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,7340201_02,Quản trị hải quan - ngoại thương
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201LK,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",FTS2,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",734115,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810102,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201PHE,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201D,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201C,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",QHX16,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201_DT,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",TM31,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201_LK,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7220802,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7720802,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201_01,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",TM34,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",POHE1,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",TM24,Quản trị khách sạn
734,Kinh doanh và quản lý,73401,Kinh doanh,7340107,Quản trị khách sạn
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101Q,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_SY,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_407E,Quản trị kinh doanh
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310109_Q,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_407C,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101K,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340129,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101C,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_407,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101LK,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101 CLC,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_CLC,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101H,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,GHA-29,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101QT,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,GSA-12,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_407CA,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101D403,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,QHE80,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_1,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,D403,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,HVN20,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,N7340101N,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101B,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_WE,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_UN,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_UH,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_NS,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_AU,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_IU,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_IV,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,FBE1,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101LT,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_AP,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TM03,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101G,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TM02,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,HVN01,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,BUS01,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101N,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,BUS04,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101ET,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101EL,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_WE4,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101CLC,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_AND,Quản trị kinh doanh
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_SY,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101QS,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101QN,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101QK,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,QHE40,Quản trị kinh doanh
734,Kinh doanh và quản lý,73403,Kế toán - Kiểm toán,7340301,Quản trị kinh doanh
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101,Quản trị kinh doanh
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101-2,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101TN,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,F7340101,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,F7340101N,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TM20,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TM01,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_TATP,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_TH,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_415,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101IM,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101EF,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101DM,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_LU,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TM21,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,BUS02,Quản trị kinh doanh
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,BUS03,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_03,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,BUS05,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,K7340101,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,EM3,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101T,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,EBBA,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101DKK,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101__01,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,EM3y,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101E,Quản trị kinh doanh
734,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,7349002,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101CL,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TROY-BAy,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,QHE89,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,GTADCQT221,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101A,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101TA,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,FA7340101N,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,POHE5,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101-CLC,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340102T,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_LK,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,EM-VUW,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101_V,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101P,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340102,Quản trị kinh doanh
734,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,7340001,Quản trị kinh doanh
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340002,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TROY-BA,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TLA402,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,TLS402,Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101,Quản trị kinh doanh - Quản trị doanh nghiệp - Quản trị ngoại thương - Quản trị nhân sự - Quản trị hàng không - Quản trị logistics
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810203,Quản trị kinh doanh khách sạn - Nhà hàng
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103_01,Quản trị lữ hành
734,Kinh doanh và quản lý,73401,Kinh doanh,GTADCQM2,Quản trị marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115QN,Quản trị marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,GTADCQM221,Quản trị marketing
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510606,Quản trị môi trường doanh nghiệp
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,16,Quản trị môi trường doanh nghiệp
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7900189,Quản trị mạng và An ninh mạng
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,7810103QN,Quản trị nhà hàng khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",K7340101N,Quản trị nhà hàng khách sạn
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810202,Quản trị nhà hàng và dịch vụ ăn uống
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810202_DT,Quản trị nhà hàng và dịch vụ ăn uống
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810202D,Quản trị nhà hàng và dịch vụ ăn uống
734,Kinh doanh và quản lý,73401,Kinh doanh,7340109,Quản trị nhà hàng và dịch vụ ăn uống
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",1780202,Quản trị nhà hàng và dịch vụ ăn uống
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201DA,Quản trị nhà hàng và dịch vụ ăn uống
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340404D,Quản trị nhân lực
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340404NQ,Quản trị nhân lực
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,FBE4,Quản trị nhân lực
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7900103,Quản trị nhân lực
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,TM23,Quản trị nhân lực
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,TM27,Quản trị nhân lực
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340404,Quản trị nhân lực
734,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,7340201_05,Quản trị rủi ro tài chính và bảo hiểm
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340412,Quản trị sự kiện
781,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",7810201_02,Quản trị sự kiện và dịch vụ giải trí
734,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,7349001,Quản trị thương hiệu
714,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,GD3,Quản trị trường học
734,Kinh doanh và quản lý,73403,Kế toán - Kiểm toán,D404,Quản trị tài chính kế toán
734,Kinh doanh và quản lý,73403,Kế toán - Kiểm toán,7340303QS,Quản trị tài chính kế toán
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101D404,Quản trị tài chính kế toán
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101D411,Quản trị tài chính ngân hàng
734,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,D411,Quản trị tài chính ngân hàng
790,Khác,-,-,7900189,Quản trị và An ninh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340124,Quản trị và Kinh doanh Quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340124-THM,Quản trị và Kinh doanh Quốc tế
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480107,Quản trị và phân tích dữ liệu
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101,Quản trị văn phòng
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340406D,Quản trị văn phòng
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,QHX17,Quản trị văn phòng
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340406LT,Quản trị văn phòng
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340406,Quản trị văn phòng
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340406NQ,Quản trị văn phòng
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,EP07,Quản trị điều hành thông minh
758,Kiến trúc và xây dựng,75801,Kiến trúc và quy hoạch,7900204,Quản trị đô thị thông minh và bền vững
732,Báo chí và thông tin,73201,Báo chí và truyền thông,7320110,Quảng cáo
731,Khoa học xã hội và hành vi,73106,Khu vực học,7310601CLC,Quốc tế học
722,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220209,Quốc tế học
731,Khoa học xã hội và hành vi,73106,Khu vực học,QHX18,Quốc tế học
731,Khoa học xã hội và hành vi,73106,Khu vực học,7310601,Quốc tế học
731,Khoa học xã hội và hành vi,73106,Khu vực học,QHX43,Quốc tế học
748,Máy tính và công nghệ thông tin,74801,Máy tính,7520119,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7520119_R,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7520119_JAP,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7520218,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,EEE-A1,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7510209D,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,EEE-AI,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7510209,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7510209NT,Robot và trí tuệ nhân tạo
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480207,Robot và trí tuệ nhân tạo
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501_A,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501_CLC,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),DEN1,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501_AP,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501_02,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501CLC,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501_E,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501TP,Răng - Hàm - Mặt
772,Sức khỏe,77205,Răng - Hàm - Mặt (Nha khoa),7720501TQ,Răng - Hàm - Mặt
742,Khoa học sự sống,74201,Sinh học,7420101,Sinh học
742,Khoa học sự sống,74201,Sinh học,7420101B,Sinh học
742,Khoa học sự sống,74201,Sinh học,QHT08,Sinh học
742,Khoa học sự sống,74201,Sinh học,7420101A,Sinh học
742,Khoa học sự sống,74201,Sinh học,7420101D,Sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201,Sinh học
742,Khoa học sự sống,74201,Sinh học,7420101_CLC,Sinh học
742,Khoa học sự sống,74201,Sinh học,7420101_BT,Sinh học
742,Khoa học sự sống,74201,Sinh học,7420101C,Sinh học
742,Khoa học sự sống,74201,Sinh học,QHT81,Sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420203,Sinh học ứng dụng
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420203A,Sinh học ứng dụng
790,Khác,-,-,7903124,Song ngành Kinh tế - Tài chính
721,Nghệ thuật,72102,Nghệ thuật trình diễn,7210203,Sáng tác âm nhạc
