university_code,university_name,major_code,major_name,subject_group,point,note,year
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510102D,Công nghệ kỹ thuật công trình xây dựng,"A00, A01, D01, D90, XDHB",24.25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510201D,Công nghệ kỹ thuật cơ khí,"A00, A01, D01, D90, XDHB",26.25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510202D,Công nghệ chế tạo máy,"A00, A01, D01, D90, XDHB",23,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510203D,Công nghệ kỹ thuật cơ điện tử,"A00, A01, D01, D90, XDHB",25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510205D,Công nghệ kỹ thuật ô tô,"A00, A01, D01, D90, XDHB",27,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510206D,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),"A00, A01, D01, D90, XDHB",23.25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510208D,Năng lượng tái tạo,"A00, A01, D01, D90, XDHB",22.75,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510209D,Robot và trí tuệ nhân tạo,"A00, A01, D01, D90, XDHB",28.25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510301D,"Công nghệ kỹ thuật điện, điện tử","A00, A01, D01, D90, XDHB",25.5,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510302D,Công nghệ kỹ thuật điện tử - viễn thông,"A00, A01, D01, D90, XDHB",23.75,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510303D,Công nghệ kỹ thuật điều khiển và tự động hóa,"A00, A01, D01, D90, XDHB",27.75,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510401D,Công nghệ kỹ thuật hoá học,"A00, B00, D90, D07, XDHB",27,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510402D,Công nghệ vật liệu,"A00, A01, D90, D07, XDHB",20,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510406D,Công nghệ kỹ thuật môi trường,"A00, B00, D90, D07, XDHB",21,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510601D,Quản lý công nghiệp,"A00, A01, D01, D90, XDHB",25.5,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510605D,Logistics và Quản lý chuỗi cung ứng,"A00, A01, D01, D90, XDHB",28.25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7510801D,Công nghệ kỹ thuật in,"A00, A01, D01, D90, XDHB",21.5,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7520117D,Kỹ thuật công nghiệp,"A00, A01, D01, D90, XDHB",20.5,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7540101D,Công nghệ thực phẩm,"A00, B00, D90, D07, XDHB",25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7540209D,Công nghệ may,"A00, A01, D01, D90, XDHB",21.75,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7549002D,Kỹ nghệ gỗ và nội thất,"A00, A01, D01, D90, XDHB",20,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7580205D,kỹ thuật xây dựng công trình giao thông,"A00, A01, D01, D90, XDHB",22.5,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7580302D,Quản lý xây dựng,"A00, A01, D01, D09, XDHB",23.5,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7810202D,Quản trị nhà hàng và dịch vụ ăn uống,"A00, A01, D01, D07, XDHB",24.25,Học bạ,2018
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM,7840110D,Quản lý và vận hành hạ tầng,"A00, A01, D01, D90, XDHB",20,Học bạ,2018
VNUF,Đại Học Lâm Nghiệp (Cơ sở 2) - Phân hiệu Đồng Nai,7340101,Quản trị kinh doanh,"A00, A01, D01, C15, XDHB",18,học bạ,2018
VNUF,Đại Học Lâm Nghiệp (Cơ sở 2) - Phân hiệu Đồng Nai,7340201,Tài chính - Ngân hàng,"A00, A01, D01, C15, XDHB",18,học bạ,2018
VNUF,Đại Học Lâm Nghiệp (Cơ sở 2) - Phân hiệu Đồng Nai,7340301,Kế toán,"A00, A01, D01, C15, XDHB",18,học bạ,2018
VNUF,Đại Học Lâm Nghiệp (Cơ sở 2) - Phân hiệu Đồng Nai,7480104,Hệ thống thông tin,"A00, A01, D01, C15, XDHB",18,học bạ,2018
