university_code,university_name,major_code,major_name,subject_group,point,note,year
HNUE,Đại Học Sư Phạm Hà Nội,7140208D,Giáo dục Quốc phòng - An ninh,"D01, D03, D02",21.45,TTNV<=4,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140213B,Sư phạm Sinh học,B00,23.28,TTNV<=4,2021
HNUE,Đại Học Sư Phạm Hà Nội,7760103C,Giáo dục Đặc biệt,C00,24.25,TTNV<=4,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140201B,Giáo dục Mầm non,M01,19.88,TTNV<=3SP tiếng Anh,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140208C,Giáo dục Quốc phòng - An ninh,C00,25.75,TTNV<=3,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140204C,Giáo dục Công dân,C20,27.75,TTNV<=3,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140205C,Giáo dục Chính trị,C20,28.25,TTNV<=3,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140202D,Giáo dục Tiểu học,D01,27.5,TTNV<=2SP Tiếng Anh,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140212C,Sư phạm Hóa học,B00,24.25,TTNV<=2,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140217C,Sư phạm Ngữ văn,C00,27.75,TTNV<=2,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140201C,Giáo dục Mầm non,M02,22.13,TTNV<=1Sư phạm tiếng Anh,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140212B,Sư phạm Hóa học,D07,26.35,TTNV<=14,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140211B,Sư phạm Vật lý,A01,25.6,TTNV<=10,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140201A,Giáo dục Mầm non,M00,22.48,TTNV<=1,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140203D,Giáo dục Đặc biệt,"D01, D03, D02",24.35,TTNV<=1,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140202A,Giáo dục Tiểu học,"D01, D03, D02",27,TTNV<=1,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140209B,Sư phạm Toán học,A00,27.7,TTNV<=1,2021
HNUE,Đại Học Sư Phạm Hà Nội,7440112A,Hoá học,"A00, XDHB",77.45,"Toán≥7,5, Lí≥7,5, Hóa≥8,0",2021
HNUE,Đại Học Sư Phạm Hà Nội,7140212B,Sư phạm Hóa học,"D07, XDHB",78.7,"Toán≥7,5, Anh≥7,5, Hóa≥8,0Học bạ",2021
